id	file	seg	src	tgt	old_tgt
005391	WORLD/AREAD093.EMI	11	{立绘0605}「ま、そのうち\n渡れるさ‥\n---\n{立绘4500}って、言ってますね。\nうふふふふー。		{立绘0605}「嘛，早晚\n能过去的‥\n---\n
005392	WORLD/AREAD093.EMI	11	{立绘4100}「あ、{队员00}‥！		
005394	WORLD/AREAD093.EMI	11	{框02}{立绘4400}「私も、行こう‥		{框02}
005400	WORLD/AREAD093.EMI	11	{立绘4400}「水は、心配なさそうだな‥		
005402	WORLD/AREAD093.EMI	11	{立绘4300}「プカ‥\n---\nプカ‥		
005403	WORLD/AREAD093.EMI	11	{立绘0605}「ま、こんな島で\nしばらく休む ってのも\n悪かないね‥\n---\n{立绘4500}ですね、ふふ。		{立绘0605}「嘛，在这种岛上\n休息一阵子\n也不坏嘛‥\n---\n
005404	WORLD/AREAD093.EMI	11	{立绘4200}「‥{码0B}‥{码0B}‥		
005406	WORLD/AREAD093.EMI	11	{框05}{立绘0101}「つれました？\n{队员00}‥‥		{框05}{立绘0101}「钓到了吗？\n
005409	WORLD/AREAD093.EMI	11	{框05}{立绘4100}「そっちは、つりが\nできそうな場所ですね‥\n---\nつれました、{队员00}？		{框05}
005410	WORLD/AREAD093.EMI	11	{框05}{立绘0701}「そうですか‥\n---\n{立绘4100}まだ、つります‥？\nそれとも いったん\n戻りましょうか‥？{引4100}		{框05}{立绘0701}「这样啊‥\n---\n
005411	WORLD/AREAD093.EMI	11	{框04}{立绘C040}{码14000C22}まだ、つりをする。\nいったん戻ろう。		{框04}{立绘C040}
005412	WORLD/AREAD093.EMI	11	{框05}{立绘0101}「じゃ、がんばって下さいね\n{队员00}‥！		{框05}{立绘0101}「那，请加油哦\n
005413	WORLD/AREAD093.EMI	11	{框05}{立绘4100}「なんだか、わたし‥‥\n---\n{立绘0701}さかなくさい‥ です。		{框05}
005414	WORLD/AREAD093.EMI	11	{框05}{立绘4100}「長い間、おフロにも\n入ってないしな‥\n---\n水あび、したいですね‥		{框05}
005415	WORLD/AREAD093.EMI	11	{框05}{立绘0701}「うんうん、じゃなくて\n{队员00}‥\n---\n{立绘0F01}水あび したいから‥\nあっちに行ってて\nくださいよ‥！		{框05}{立绘0701}「嗯嗯，不是啦\n
005416	WORLD/AREAD093.EMI	11	{框05}{立绘0701}「ごめんなさい\n{队员00}‥		{框05}{立绘0701}「对不起\n
005417	WORLD/AREAD093.EMI	11	{框02}{立绘4100}「あの、他の人が\n来ないように\n見はってくださいね‥\n---\n{立绘0701}こっち見たら、いやですよ！		{框02}
005422	WORLD/AREAD093.EMI	11	{框02}{立绘9449}「ばか、{队员00}\nえっち‥！		{框02}{立绘9449}「笨蛋，
005423	WORLD/AREAD093.EMI	11	{框05}{立绘4100}「で‥、水の心配は\nありませんし‥\n---\nおさかなも とれそうだから\nしばらくは\nだいじょうぶです‥		{框05}
005426	WORLD/AREAD093.EMI	11	{框06}{立绘C140}「{队员00}‥\nおさかな、とりに\n行きませんか‥？		{框06}{立绘C140}「
005429	WORLD/AREAD093.EMI	11	{立绘4400}「私は、今日は いい。\nここに残っている。		
005430	WORLD/AREAD093.EMI	11	{立绘4300}「ここは‥\n---\nいいなあ‥		
005431	WORLD/AREAD093.EMI	11	{立绘4500}「ヒトは、こんな風に\nのんびり‥\n---\n生きられないのかなぁ‥\nって言ってます。		
005432	WORLD/AREAD093.EMI	11	{立绘4100}「{队员00}‥\n---\n{立绘0E01}{队员00}‥？\nひいてますよ‥！		
005433	WORLD/AREAD093.EMI	11	{立绘0701}「どうしたんです\n{队员00}‥？\n---\n寢てたんですか‥？		{立绘0701}「怎么了\n
005434	WORLD/AREAD093.EMI	11	{立绘0A01}「{队员00}‥\nわたしね‥{码0B}‥{码0B}‥\n---\n{立绘4100}わたし‥\n{队员02}の事が\n好きだって、言いましたっけ？		{立绘0A01}「
005435	WORLD/AREAD093.EMI	11	{立绘4100}「でもね‥\n---\n兄さまは、エリーナ姉さまと\n本当に 仲が良くって‥\n---\n子供の時から‥		
005439	WORLD/AREAD093.EMI	11	{框05}{立绘4100}「でも、兄さまも\nわたしも いっしょ\nだったんですね‥		{框05}
005440	WORLD/AREAD093.EMI	11	{框02}{立绘4100}「ずっと、旅してきたら‥\n---\n迷ったり、なやんだり\n傷ついたり‥\n---\n{立绘0701}するんですよね\n{队员02}兄さまも‥		{框02}
005441	WORLD/AREAD093.EMI	11	{框02}{立绘4100}「‥‥つれませんね。		{框02}
005442	WORLD/AREAD093.EMI	11	{框02}{立绘4100}「戻りましょうか‥		{框02}
005443	WORLD/AREAD093.EMI	11	{立绘4200}「あせっても 仕方が無い\nという事か‥		
005444	WORLD/AREAD093.EMI	11	{立绘4400}「さかなが とれなかった？\n---\nまあ、当面の心配は\nないと思うが‥		
005445	WORLD/AREAD093.EMI	11	{立绘4300}「すぴー		
005446	WORLD/AREAD093.EMI	11	{立绘4500}「ま、休めるときには\n休むといいよ‥\n---\nだそうです。		
005449	WORLD/AREAD093.EMI	11	{立绘4200}「意外に早く\n道ができて、よかった‥！\n---\n出発の 用意を\n急がないと‥！		
005450	WORLD/AREAD093.EMI	11	{立绘4400}「あちらがわの あさせも\n通れるように\nなっているか‥？		
005451	WORLD/AREAD093.EMI	11	{立绘4300}「し‥\n---\n出発、か‥		
005452	WORLD/AREAD093.EMI	11	{立绘0605}「だから 言ったろ‥\nあせる事は、ないって。\n---\n{立绘4500}ですね、ふふー。		{立绘0605}「所以我说过‥\n用不着急。\n---\n
005453	WORLD/AREAD093.EMI	11	{立绘4100}「あさせが‥‥\n---\nこれで、大陸へ\n渡れますね‥！		
005454	WORLD/AREAD093.EMI	11	{框05}{立绘4100}「兄さま‥、あさせが‥		{框05}
005455	WORLD/AREAD093.EMI	11	{立绘4200}「ああ、{码0B}出発しよう‥！		
005456	WORLD/AREAD093.EMI	11	旅の記錄が できます‥{码14000C93}休んでいく\n旅の記錄だけする\nやめておく		可记录旅程‥
005462	WORLD/AREAD101.EMI	13	{立绘4600}「しずかだ‥‥		
005463	WORLD/AREAD101.EMI	13	{立绘4600}「何‥{码0B}だ！\nこの気配はっ！？		
005472	WORLD/AREAD102.EMI	11	{立绘4600}「しずかだ‥‥		
005473	WORLD/AREAD102.EMI	11	{立绘4600}「何‥{码0B}だ！\nこの気配はっ！？		
005509	WORLD/AREAD106.EMI	11	水門のスイッチがある‥\n動かしてみますか？{码14000C82}動かす\nやめる		这里有水闸的开关‥\n要试着动一动吗？
005516	WORLD/AREAD108.EMI	11	{立绘0000}「ふん‥\n---\n古の‥、神をかたったものに\nすぎぬだろうに‥\n---\n供物とは、な‥		
005517	WORLD/AREAD108.EMI	11	{框03}{立绘4600}「お前は‥\n我が、神の気をうけていた\nケモノだな‥\n---\nついて来たのか‥‥？		{框03}
005518	WORLD/AREAD108.EMI	11	{框03}{立绘4600}「何だ‥\n何を しようと言うのだ？		{框03}
005524	WORLD/AREAD108.EMI	11	{立绘4600}「これは‥、{码0B}{码0B}竜か！？\n---\n身を滅し、水晶と化して\n後代へと、力を伝えるもの‥		
005526	WORLD/AREAD109.EMI	11	{立绘4100}「どうにか‥\n---\n山を 下りることは\nできましたね‥		
005528	WORLD/AREAD109.EMI	11	{立绘4100}「わたし達の砂船は‥\n---\n{立绘0000}砂竜に、壊されて\nしまいましたしね‥		
005529	WORLD/AREAD109.EMI	11	{立绘C240}「ふむ‥、ともかく‥\n---\n{色02}シェド{/色}へ 向かって‥\nそこで 砂船を\n探してみよう‥！		{立绘C240}「嗯‥，总之‥\n---\n\n---\n先去谢德‥\n在那儿找找\n砂船吧‥！
005530	WORLD/AREAD109.EMI	11	イカダが 浮いている‥\n乘ってみますか？{码14000C82}はい\nいいえ		漂着木筏‥\n要乘上去吗？
005532	WORLD/AREAD109.EMI	11	{框21}{打字02}{色02}方向キー{/色}の左右で イカダを\n操作し、川を下っていきます。\n---\nイカダは 岸にぶつかる度に\n小さくなってしまいます\n---\n完全に 壊れてしまうと\n最初から やりなおしです\nうまく 避けてください\n---\nとちゅう、川を流れてくる\n{色03}皮ぶくろ{/色}を 取れば\nポイントアップ！\n---\n\n  もう一度、說明を讀みますか？{码14010C82}はい\nいいえ		{框21}{打字02}\n---\n用方向键左右操作木筏\n顺流而下。\n---\n木筏每撞一次岸\n就会变小\n---\n完全坏掉的话\n就得从头再来\n请好好躲避\n---\n途中，捞起顺流而下的\n皮袋子就能\n加分！\n---\n\n要再读一次说明吗？是\n否
005533	WORLD/AREAD109.EMI	11	{框21}      BONUS！\n     {色02}{占位00}{/色}PTS		{框21}BONUS！\n\n---\n
005534	WORLD/AREAD110.EMI	11	{框02}{立绘0040}「帝国兵が、ここまで‥		{框02}
005536	WORLD/AREAD110.EMI	11	{框00}{立绘0101}「クエェーッ！		
005537	WORLD/AREAD110.EMI	11	{框00}{立绘0202}「おーい アンタ達！		
005538	WORLD/AREAD110.EMI	11	{框00}{立绘0202}「ヤツらが 先回りするって\n向かったもんだから‥\n---\nいやぁ、捕まらなくて\n何よりだったな！		
005539	WORLD/AREAD110.EMI	11	{框00}{立绘8340}「え、ええ‥ {码0B}でも‥\n---\n{立绘C140}道を ふさがれて\nしまいました‥		
005544	WORLD/AREAD110.EMI	11	{立绘0202}「ちょいと、遠回りだけど\nサライから、北へ向かって‥\n---\n{色02}チャンバ{/色}って言う\nでかい町を 抜ければ‥\n---\n砂漠に出られるハズだ。		{立绘0202}「虽然要绕点远\n从萨莱往北走‥\n---\n\n---\n穿过一个叫占巴的\n大城镇‥\n---\n应该就能到沙漠。
005548	WORLD/AREAD110.EMI	11	{立绘0202}「{色02}チャンバ{/色}へ 行きな‥\n砂漠へ出られる‥！\n---\n早くしないと、そっちにも\n帝国の手が回るぜ！		{立绘0202}「\n---\n去占巴吧‥\n能通往沙漠‥！\n---\n动作慢了，帝国之手\n也会伸到那边去！
005552	WORLD/AREAD111.EMI	8	{立绘4100}「すごく、いいながめです。\nわくわく しますね‥		
005553	WORLD/AREAD111.EMI	8	{立绘4100}「さ、それじゃ\n決闘しましょう‥\n---\n{立绘0101}よろしく お願いしますね\nツネキチさん。		
005555	WORLD/AREAD111.EMI	8	{立绘0000}「{特效}の〜〜っっ！{码0E}{/特效}\n		
005558	WORLD/AREAD111.EMI	8	{框05}{立绘4200}「俺たちを‥\n帝国まで、運んで欲しい。		{框05}
005563	WORLD/AREAD111.EMI	8	{立绘0101}「海の上って‥\n気持ちいいですね\n{队员00}‥		{立绘0101}「大海上‥\n真舒服啊\n
005564	WORLD/AREAD111.EMI	8	{立绘4100}「ちょっと、船の中を\n見て回りましょうか‥？		
005565	WORLD/AREAD111.EMI	8	{立绘0003}「今回の、船のルートには\n大して危険な場所は\nなかったと思うから‥\n---\nま、のんびり してなよー。		
005566	WORLD/AREAD111.EMI	8	{立绘4300}「ぴすー		
005567	WORLD/AREAD111.EMI	8	{立绘0304}「あたしも、海の上は\n初めてだよ‥\n---\n{立绘4500}‥って、言ってます。		{立绘0304}「我也是第一次\n来大海上‥\n---\n
005573	WORLD/AREAD111.EMI	8	{框03}{立绘4100}「い、いいんですか‥\n---\n助けないでも？		{框03}
005580	WORLD/AREAD111.EMI	8	{立绘4500}「{队员01}は\nマストの上で\n見張りを してますよ。\n---\n高いところ 好きですね。		
005582	WORLD/AREAD111.EMI	8	{立绘0000}「ひょっとして、マップを\n讀みちがえたかなぁ‥		
005586	WORLD/AREAD111.EMI	8	{立绘8202}「ここは、{色02}火の山島{/色}という\n島の近くで‥\n---\n魔神の海と 呼ばれる\n边りなんだ‥		{立绘8202}「这里是‥\n---\n名叫火山岛的\n岛屿附近‥\n---\n被称为魔神之海\n的海域‥
005589	WORLD/AREAD111.EMI	8	{框06}{立绘C140}「でも、{队员00}‥\n---\nその島の 神様って\nひょっとしたら‥\n---\n竜の化身かも\n知れませんね？		{框06}{立绘C140}「但是，
005596	WORLD/AREAD111.EMI	8	{立绘0000}「島に行く、用意は\nいいのか‥？\n---\nじゃ、ボート出すよ‥？{码14000C82}お願い\n待って		
005597	WORLD/AREAD111.EMI	8	{立绘0000}「よし、出発！		
005600	WORLD/AREAD111.EMI	8	{立绘0000}「‥船に 戻るかい？{码14010C82}はい\nいいえ		
005601	WORLD/AREAD111.EMI	8	{立绘0000}「じゃ、戻ろう‥\nここは、壊れた船\nばっかりで‥\n---\n気味が悪いよ‥		
005602	WORLD/AREAD111.EMI	8	{立绘0000}「また、島に行きたければ\nおれに 言ってくれ‥\nボートを 出すよ。		
005603	WORLD/AREAD111.EMI	8	{立绘0000}「また、火の山島へ\n渡るかい？{码14000C82}はい\nいいえ		
005610	WORLD/AREAD111.EMI	8	{框06}{立绘8304}「{队员00}が\n半身と、分かれてるから‥\n---\n竜の気が 乱れて\nいるのかも しれないねぇ‥\n---\n{立绘8607}って、言ってます。		{框06}{立绘8304}「
005614	WORLD/AREAD111.EMI	8	{立绘4100}「本当の 海の竜は\nどこに いるんでしょうね‥\n---\n海って すごく大きいから\n探すのが 難しそう‥		
005615	WORLD/AREAD111.EMI	8	{立绘0304}「ただの 石ころでも‥\n---\n長い間、いろんな気を\nあび續けたら\n魔物に なる事もある‥\n---\n{立绘4500}さっきのも、そんなだろう\nって、言ってます。		{立绘0304}「就算是普通石头‥\n---\n长久沐浴各种\n气息之后\n也可能变成魔物‥\n---\n
005616	WORLD/AREAD111.EMI	8	{立绘0000}「あとは、もう\n何にも 起こらないと\n思うぜ‥、たぶん。		
005617	WORLD/AREAD111.EMI	8	{立绘0003}「火の山島‥\n魔物が いっぱい\nいるんじゃ ないかい？\n---\n{金钱00}ところで‥\n何か、要る物ある？{码14840C94}買い物しよう\n持ち物を売ろう\n下取りをしてもらおう\n今は、用がない		
005619	WORLD/AREAD111.EMI	8	{框21}{打字02}   TIME BONUS！\n     {色02}{占位00}{/色}PTS		{框21}{打字02}TIMEBONUS！\n\n---\n
005620	WORLD/AREAD111.EMI	8	{立绘0000}「もうじき、目的地の\n{色02}リプ村{/色}に 着くよ‥！		
005621	WORLD/AREAD111.EMI	8	{立绘4200}「リプ村から、西大陸まで\nけっこう 遠いらしい‥\n---\n長い旅に なりそうだな‥		
005628	WORLD/AREAD112.EMI	11	{立绘4100}「すごく、いいながめです。\nわくわく しますね‥		
005629	WORLD/AREAD112.EMI	11	{立绘4100}「さ、それじゃ\n決闘しましょう‥\n---\n{立绘0101}よろしく お願いしますね\nツネキチさん。		
005631	WORLD/AREAD112.EMI	11	{立绘0000}「{特效}の〜〜っっ！{码0E}{/特效}\n		
005634	WORLD/AREAD112.EMI	11	{框05}{立绘4200}「俺たちを‥\n帝国まで、運んで欲しい。		{框05}
005639	WORLD/AREAD112.EMI	11	{立绘0101}「海の上って‥\n気持ちいいですね\n{队员00}‥		{立绘0101}「大海上‥\n真舒服啊\n
005640	WORLD/AREAD112.EMI	11	{立绘4100}「ちょっと、船の中を\n見て回りましょうか‥？		
005641	WORLD/AREAD112.EMI	11	{立绘0003}「今回の、船のルートには\n大して危険な場所は\nなかったと思うから‥\n---\nま、のんびり してなよー。		
005642	WORLD/AREAD112.EMI	11	{立绘4300}「ぴすー		
005643	WORLD/AREAD112.EMI	11	{立绘0304}「あたしも、海の上は\n初めてだよ‥\n---\n{立绘4500}‥って、言ってます。		{立绘0304}「我也是第一次\n来大海上‥\n---\n
005649	WORLD/AREAD112.EMI	11	{框03}{立绘4100}「い、いいんですか‥\n---\n助けないでも？		{框03}
005656	WORLD/AREAD112.EMI	11	{立绘4500}「{队员01}は\nマストの上で\n見張りを してますよ。\n---\n高いところ 好きですね。		
005658	WORLD/AREAD112.EMI	11	{立绘0000}「ひょっとして、マップを\n讀みちがえたかなぁ‥		
005662	WORLD/AREAD112.EMI	11	{立绘8202}「ここは、{色02}火の山島{/色}という\n島の近くで‥\n---\n魔神の海と 呼ばれる\n边りなんだ‥		{立绘8202}「这里是‥\n---\n名叫火山岛的\n岛屿附近‥\n---\n被称为魔神之海\n的海域‥
005665	WORLD/AREAD112.EMI	11	{框06}{立绘C140}「でも、{队员00}‥\n---\nその島の 神様って\nひょっとしたら‥\n---\n竜の化身かも\n知れませんね？		{框06}{立绘C140}「但是，
005672	WORLD/AREAD112.EMI	11	{立绘0000}「島に行く、用意は\nいいのか‥？\n---\nじゃ、ボート出すよ‥？{码14000C82}お願い\n待って		
005673	WORLD/AREAD112.EMI	11	{立绘0000}「よし、出発！		
005676	WORLD/AREAD112.EMI	11	{立绘0000}「‥船に 戻るかい？{码14010C82}はい\nいいえ		
005677	WORLD/AREAD112.EMI	11	{立绘0000}「じゃ、戻ろう‥\nここは、壊れた船\nばっかりで‥\n---\n気味が悪いよ‥		
005678	WORLD/AREAD112.EMI	11	{立绘0000}「また、島に行きたければ\nおれに 言ってくれ‥\nボートを 出すよ。		
005679	WORLD/AREAD112.EMI	11	{立绘0000}「また、火の山島へ\n渡るかい？{码14000C82}はい\nいいえ		
005686	WORLD/AREAD112.EMI	11	{框06}{立绘8304}「{队员00}が\n半身と、分かれてるから‥\n---\n竜の気が 乱れて\nいるのかも しれないねぇ‥\n---\n{立绘8607}って、言ってます。		{框06}{立绘8304}「
005690	WORLD/AREAD112.EMI	11	{立绘4100}「本当の 海の竜は\nどこに いるんでしょうね‥\n---\n海って すごく大きいから\n探すのが 難しそう‥		
005691	WORLD/AREAD112.EMI	11	{立绘0304}「ただの 石ころでも‥\n---\n長い間、いろんな気を\nあび續けたら\n魔物に なる事もある‥\n---\n{立绘4500}さっきのも、そんなだろう\nって、言ってます。		{立绘0304}「就算是普通石头‥\n---\n长久沐浴各种\n气息之后\n也可能变成魔物‥\n---\n
005692	WORLD/AREAD112.EMI	11	{立绘0000}「あとは、もう\n何にも 起こらないと\n思うぜ‥、たぶん。		
005693	WORLD/AREAD112.EMI	11	{立绘0003}「火の山島‥\n魔物が いっぱい\nいるんじゃ ないかい？\n---\n{金钱00}ところで‥\n何か、要る物ある？{码14840C94}買い物しよう\n持ち物を売ろう\n下取りをしてもらおう\n今は、用がない		
005695	WORLD/AREAD112.EMI	11	{框21}{打字02}   TIME BONUS！\n     {色02}{占位00}{/色}PTS		{框21}{打字02}TIMEBONUS！\n\n---\n
005696	WORLD/AREAD112.EMI	11	{立绘0000}「もうじき、目的地の\n{色02}リプ村{/色}に 着くよ‥！		
005697	WORLD/AREAD112.EMI	11	{立绘4200}「リプ村から、西大陸まで\nけっこう 遠いらしい‥\n---\n長い旅に なりそうだな‥		
005703	WORLD/AREAD113.EMI	11	{框21}{色02}ヒトダマ{/色}だ‥！\nいったい、何を意味して\nいるのだろう‥？		{框21}\n---\n是人魂‥！\n这究竟意味着\n什么呢‥？
005704	WORLD/AREAD114.EMI	11	{立绘0000}「ししょうのダミー		
005706	WORLD/AREAD114.EMI	11	{立绘0000}「マーロックの奴が\n強そうな男を 使って‥\n---\nあっしから 無理やり\n買って行ったです‥\n---\nタダみたいな ねだんで‥		
005707	WORLD/AREAD114.EMI	11	{立绘4200}「ふむ‥‥\n自分の物を 持って行くなら\n盗賊では、ないな‥\n---\n{立绘0101}戻って、マーロックに\n話を 闻く必要が\nありそうだ‥		
005708	WORLD/AREAD114.EMI	11	{立绘0000}「あっしは もう少し\nここに いるです‥\n---\nマーロックの 仕返しが\n怖いんで‥		
005709	WORLD/AREAD114.EMI	11	{立绘0000}「は、{特效}{/特效}\n---\n放せーっ{码0E}\n---\nこれは あっしの物だーっ！		
005710	WORLD/AREAD114.EMI	11	{框21}\n   操作の說明を讀みますか？{码14000C82}はい\nいいえ		{框21}\n要阅读操作说明吗？
005711	WORLD/AREAD114.EMI	11	{框21}\n     盗賊を捕まえろ！\n---\n逃げ回る盗賊を 追いかけて\n近づき、{色0A}○{/色}ボタンで\n捕まえる事ができます。\n---\n盗賊は 足が速いので‥\n道をふさいで うまく\n追いつめるのがコツです。\n---\n\n  もう一度、說明を讀みますか？{码14000C82}はい\nいいえ		{框21}\n抓住盗贼！\n---\n追逐四处逃窜的盗贼\n靠近后按○键\n即可将其抓住。\n---\n盗贼脚程飞快‥\n堵住道路巧妙\n将其逼入绝境是诀窍。\n---\n\n要再读一遍说明吗？
005712	WORLD/AREAD114.EMI	11	{框02}{立绘4200}「逃げこんだのは\nこの边りだな‥		{框02}
005713	WORLD/AREAD114.EMI	11	{立绘0000}盗賊ストル\n「ダンナ方‥\n---\nあんまり この边に\n近づかないで くださいよ。\n---\nあっしは 悪くないとは言え\nマーロックの物を\n盗っちまったですから‥\n---\n‥‥え？\nその、盗みのテクニックが\n知りたいですか？\n---\nんー‥{码0B}‥{码0B}‥\nダンナ方が、めぐんで\n下さる、って言うなら‥？{码14820C92}所持金を全部あげる\nビタ一文やらない		
005714	WORLD/AREAD114.EMI	11	{立绘0000}‥うへえ！\n---\nホントに 下さるんで？\nありがたいこって‥\n---\nじゃ、やくそくどおり\n盗テクを 教えましょう‥\n---\nまずは、この\n{色04}いただき{/色}って\nテクニックです‥‥\n---\n攻撃をしたときに\n敵のアイテムを 盗む\n技なんですが‥\n---\n自分の 持っていない\nちょっとした物しか\n---\n盗めないです。\n---\n‥誰が、このテクを\n身につけます？		
005715	WORLD/AREAD114.EMI	11	{立绘0000}‥このテクを使って\nアイテムでも\n集めてください。\n---\n全所持アイテムの種類が\n{色02}{占位00}{/色}をこえたら\n---\nまた来て くださいや。		
005716	WORLD/AREAD114.EMI	11	{立绘0000}くれぐれも‥\nマーロックに だけは\nナイショで お願いしますよ。		
005717	WORLD/AREAD114.EMI	11	{立绘0000}盗賊ストル\n「ああ‥、ダンナ方‥\n---\nどうです‥\nアイテムは 盗んでますか？		
005718	WORLD/AREAD114.EMI	11	{立绘0000}うへえっ！\n---\nこんなに アイテムを\n集めたですか！？\n---\nでは‥‥、その\nぬすっと根性を\nたたえて‥\n---\nこのスキルを 教えるです。\n---\n{色03}{占位01}{/色}を\n教えてもらった！		
005719	WORLD/AREAD114.EMI	11	{立绘0000}それでは 今度は\n{色02}{占位00}{/色}種類めざして\nがんばってください。\n---\nこれができたら\nとっておきの 技を\n教えるですよ。		
005720	WORLD/AREAD114.EMI	11	{立绘0000}うはー‥{码0B}‥{码0B}‥\n---\nまさか、ここまで\nアイテムを 集めるとは‥\n---\nもう、ダンナ方に\n教えることは ないです。\n---\nすてきな ぬすっと人生を\n步んでください‥		
005721	WORLD/AREAD114.EMI	11	{立绘0000}ところで、何か\nあっしに用事でも‥？{码14820C93}弟子にしてほしい\nもう、弟子やめます\n何でもない		
005722	WORLD/AREAD114.EMI	11	{立绘0000}他に、あっしに賴みたい事が\nあるですか？{码14820C93}弟子にしてほしい\nもう、弟子やめます\n何でもない		
005723	WORLD/AREAD114.EMI	11	{立绘0000}ん‥？\nみんな、あっしの技‥\n---\n{色04}いただき{/色}を\n身につけてるですよ。		
005724	WORLD/AREAD114.EMI	11	{立绘0000}では、{占位02}さんに\nあっしの テクニックを\n教えるですよ。\n---\nまずは、この{色04}いただき{/色}を\n覺えてください。		
005725	WORLD/AREAD114.EMI	11	{立绘0000}では、ダンナ方に\nあっしの テクニックを\n教えるです。\n---\nまずは、この{色04}いただき{/色}を\n覺えてください。		
005726	WORLD/AREAD114.EMI	11	{立绘0000}‥あれ？\n---\n誰も、あっしの技を\n学ぶ気は ないですか。		
005727	WORLD/AREAD114.EMI	11	{立绘0000}‥ん？\n---\n今のところ、あっしの技を\n学んでいる人は\n誰もいないですよ‥		
005728	WORLD/AREAD114.EMI	11	{立绘0000}そうですか‥、では‥\n---\n{占位02}さんは、もう\nあっしとは 関係のない\n人間です‥\n---\nこれからは\nしっかりと働いて\n生きてください。		
005729	WORLD/AREAD114.EMI	11	{立绘0000}わかったです‥\n---\nダンナ方は、もう\nあっしとは 関係のない\n人間です‥\n---\nこれからは\nしっかりと働いて\n生きてください。		
005730	WORLD/AREAD114.EMI	11	{立绘0000}やはり、誰も‥\n足を あらわないですか‥\n---\n‥いや、\n何かを期待していた\nワケでは ないですが。		
005731	WORLD/AREAD114.EMI	11	{立绘0000}では、アイテムの種類が\n{色02}{占位00}{/色}になったら\nまた来てください。\n---\nそのときは\nとっておきの スキルを\n教えるです。		
005739	WORLD/AREAD115.EMI	12	{立绘0000}「おそれながら‥\n---\nいまだ、不完全とは言え\n{队员06}さまは、神‥		
005740	WORLD/AREAD115.EMI	12	{立绘0000}「その力を、お使いに\nなれば もちろん‥\n---\n名前を お名乘りに\nなっただけでも‥\n---\nかなりの気配が いたします。		
005742	WORLD/AREAD115.EMI	12	{立绘0000}「御意に、ございます。		
005743	WORLD/AREAD115.EMI	12	{立绘0000}「さすがは、神皇さま‥\nと、申すべきですかな。\n---\nここまで、力を\n取り戻して おいでとは‥！		
005746	WORLD/AREAD115.EMI	12	{立绘0000}「しかしながら‥\n---\n今しがた、神皇さまが\n倒されたのは‥\n---\n我が魔物の、ほんの\n一部に ございます。		
005747	WORLD/AREAD115.EMI	12	{框06}{立绘0000}「それに‥\n---\n{队员06}様の、半身は\nいまだ、生まれたばかりだと\n存じます‥		{框06}
005748	WORLD/AREAD115.EMI	12	{框06}{立绘0000}「おさな子にも ひとしき\n神なれば‥\n---\n我らが 手にかけるのも\nたやすいかと‥？		{框06}
005750	WORLD/AREAD115.EMI	12	{立绘8000}「む、空へ‥\n---\n逃がすな！		
005751	WORLD/AREAD116.EMI	11	{立绘0000}すみやきごや！		
005752	WORLD/AREAD116.EMI	11	{框03}{立绘0000}「‥気がついたか。		{框03}
