id	file	seg	src	tgt	old_tgt
004320	WORLD/AREAD005.EMI	11	{立绘0101}「止まっ‥{码0B}たぞ！？		{立绘0101}「停‥住了！？{码0B}たぞ！？
004322	WORLD/AREAD005.EMI	11	{框05}{立绘0202}「‥水門、{码0B}閉めたいの？		{框05}{立绘0202}「‥想关水门？{码0B}閉めたいの？
004326	WORLD/AREAD005.EMI	11	{框05}{立绘0202}「つまり、{码0B}コツがいるって事\n‥{码0B}‥說明するわ		{框05}{立绘0202}「就是说，得有窍门\n……我来说明一下{码0B}コツがいるって事\n‥{码0B}‥說明するわ
004335	WORLD/AREAD005.EMI	11	{立绘0202}「どうする‥、もう一度\nやってみる？{码14020C82}はい\nいいえ		{立绘0202}「怎么办‥，要再\n试一次吗？是\n否{码14020C82}はい\nいいえ
004336	WORLD/AREAD005.EMI	11	{立绘0202}「そう、{码0B}それじゃ\nやり方を 說明しましょうか？{码14030C82}はい\nいらない		{立绘0202}「这样，那要\n我说明一下方法吗？要\n不用{码0B}それじゃ\nやり方を 說明しましょうか？{码14030C82}はい\nいらない
004339	WORLD/AREAD005.EMI	11	{立绘0202}「これで、水門の上が\n通れるわね‥、{码0B}それに‥\n---\nおかげで、機协の調子も\nよくなったみたい‥\nどうもありがとう		{立绘0202}「这下，水门上\n能通行了‥，而且‥\n---\n托你们的福，机械\n状态也好多了‥\n多谢啦{码0B}それに‥\n---\nおかげで、機协の調子も\nよくなったみたい‥\nどうもありがとう
004348	WORLD/AREAD011.EMI	11	水が流れている‥\n飛びこみますか？{码14010C92}飛びこむ\nやめておく		水在流淌‥\n要跳下去吗？跳下去\n先算了{码14010C92}飛びこむ\nやめておく
004360	WORLD/AREAD012.EMI	13	{立绘C140}「き、{码0B}危険だったら\n笑ってないで‥\n---\n逃げないと ダメなんじゃ\nないですか？		{立绘C140}「如，如果危险的话\n就别光笑了‥\n---\n不赶紧逃的话\n不行吧？{码0B}危険だったら\n笑ってないで‥\n---\n逃げないと ダメなんじゃ\nないですか？
004365	WORLD/AREAD012.EMI	13	{框21}{色0A}○{/色}ボタンを 連打して\n走ってください。		{框21}{色0A}请连按○键\n奔跑。{/色}ボタンを 連打して\n走ってください。
004366	WORLD/AREAD012.EMI	13	{立绘8040}「はあー、{码0B}よかった‥\n---\n助かっ‥‥{延时30}		{立绘8040}「哈——，太好了‥\n---\n得救‥‥{码0B}よかった‥\n---\n助かっ‥‥{延时30}
004378	WORLD/AREAD013.EMI	12	{框02}{立绘0141}「‥{码0B}‥こんな風に。		{框02}{立绘0141}「……就像这样。{码0B}‥こんな風に。
004384	WORLD/AREAD013.EMI	12	{框40}{立绘0201}「{特效}わ{码0E}{/特效}\n---\n		{框40}{立绘0201}「哇\n---\n{特效}わ{码0E}{/特效}\n---\n
004385	WORLD/AREAD013.EMI	12	{立绘8201}「‥{码0B}‥{码0B}‥あのう		{立绘8201}「……那个{码0B}‥{码0B}‥あのう
004401	WORLD/AREAD014.EMI	15	{框05}{立绘0101}「は、{码0B}しかしながら\n神皇さま‥{码0B}‥{码0B}‥\n---\n誰も、迎えに上がらぬとは\nなにやら 様子が\nおかしゅうございます。		{框05}{立绘0101}「是，然而\n神皇陛下……\n---\n竟无人前来迎接\n状况似乎\n有些古怪。{码0B}しかしながら\n神皇さま‥{码0B}‥{码0B}‥\n---\n誰も、迎えに上がらぬとは\nなにやら 様子が\nおかしゅうございます。
004414	WORLD/AREAD015.EMI	11	旅の記錄ができます‥{码148B0C93}すこし休もう\n旅の記錄をしよう\n今は用がない		可记录旅程‥歇一歇再走\n记录旅程\n现在不需要{码148B0C93}すこし休もう\n旅の記錄をしよう\n今は用がない
004418	WORLD/AREAD015.EMI	11	{框05}「は、{码0B}ユンナさま\n今のところ‥\n---\n成長を 續けています。		{框05}「是，云娜大人\n目前‥\n---\n仍在继续成长。{码0B}ユンナさま\n今のところ‥\n---\n成長を 續けています。
004419	WORLD/AREAD015.EMI	11	{立绘0202}「やあ、{码0B}それはけっこう。		{立绘0202}「呀，那很好。{码0B}それはけっこう。
004424	WORLD/AREAD015.EMI	11	{立绘C140}「よかった、{码0B}見つからなく‥{引1000}		{立绘C140}「太好了，没被发现‥{码0B}見つからなく‥{引1000}
004426	WORLD/AREAD015.EMI	11	{框03}{立绘0202}「やー、{码0B}いけませんな。\n---\nここは、フォウ帝国の\n建物ですよ‥ 東の方？		{框03}{立绘0202}「呀—，这可不行啊。\n---\n这里可是福乌帝国的\n建筑哦‥东方那边？{码0B}いけませんな。\n---\nここは、フォウ帝国の\n建物ですよ‥ 東の方？
004430	WORLD/AREAD015.EMI	11	{框03}{立绘0202}「あ、{码0B}ややや！\n近づかないで下さいね‥		{框03}{立绘0202}「啊，呀呀呀！\n请不要靠近我哦‥{码0B}ややや！\n近づかないで下さいね‥
004434	WORLD/AREAD015.EMI	11	{框05}{立绘0202}「や、{码0B}残念ですが‥\nウソでは ありません。\n---\nさて‥‥！		{框05}{立绘0202}「唉，很遗憾\n但这不是谎话。\n---\n那么……！{码0B}残念ですが‥\nウソでは ありません。\n---\nさて‥‥！
004446	WORLD/AREAD015.EMI	11	{立绘0101}「何‥{码0B}だ、ここは？\n---\n內臟‥‥？		{立绘0101}「这是‥哪里？\n---\n内脏……？{码0B}だ、ここは？\n---\n內臟‥‥？
004449	WORLD/AREAD015.EMI	11	{立绘0601}「エ‥‥、{码0B}エリーナ！？		{立绘0601}「诶……，艾莉娜！？{码0B}エリーナ！？
004464	WORLD/AREAD015.EMI	11	{立绘8141}「く‥、{码0B}邪悪な気が\n強くなっている‥		{立绘8141}「可‥，邪恶的气息\n变强了‥{码0B}邪悪な気が\n強くなっている‥
004473	WORLD/AREAD016.EMI	11	旅の記錄ができます‥{码148B0C93}すこし休もう\n旅の記錄をしよう\n今は用がない		可记录旅程‥歇一歇再走\n记录旅程\n现在不需要{码148B0C93}すこし休もう\n旅の記錄をしよう\n今は用がない
004477	WORLD/AREAD016.EMI	11	{框05}「は、{码0B}ユンナさま\n今のところ‥\n---\n成長を 續けています。		{框05}「是，云娜大人\n目前‥\n---\n仍在继续成长。{码0B}ユンナさま\n今のところ‥\n---\n成長を 續けています。
004478	WORLD/AREAD016.EMI	11	{立绘0202}「やあ、{码0B}それはけっこう。		{立绘0202}「呀，那很好。{码0B}それはけっこう。
004483	WORLD/AREAD016.EMI	11	{立绘C140}「よかった、{码0B}見つからなく‥{引1000}		{立绘C140}「太好了，没被发现‥{码0B}見つからなく‥{引1000}
004485	WORLD/AREAD016.EMI	11	{框03}{立绘0202}「やー、{码0B}いけませんな。\n---\nここは、フォウ帝国の\n建物ですよ‥ 東の方？		{框03}{立绘0202}「呀—，这可不行啊。\n---\n这里可是福乌帝国的\n建筑哦‥东方那边？{码0B}いけませんな。\n---\nここは、フォウ帝国の\n建物ですよ‥ 東の方？
004489	WORLD/AREAD016.EMI	11	{框03}{立绘0202}「あ、{码0B}ややや！\n近づかないで下さいね‥		{框03}{立绘0202}「啊，呀呀呀！\n请不要靠近我哦‥{码0B}ややや！\n近づかないで下さいね‥
004493	WORLD/AREAD016.EMI	11	{框05}{立绘0202}「や、{码0B}残念ですが‥\nウソでは ありません。\n---\nさて‥‥！		{框05}{立绘0202}「唉，很遗憾\n但这不是谎话。\n---\n那么……！{码0B}残念ですが‥\nウソでは ありません。\n---\nさて‥‥！
004505	WORLD/AREAD016.EMI	11	{立绘0101}「何‥{码0B}だ、ここは？\n---\n內臟‥‥？		{立绘0101}「这是‥哪里？\n---\n内脏……？{码0B}だ、ここは？\n---\n內臟‥‥？
004508	WORLD/AREAD016.EMI	11	{立绘0601}「エ‥‥、{码0B}エリーナ！？		{立绘0601}「诶……，艾莉娜！？{码0B}エリーナ！？
004523	WORLD/AREAD016.EMI	11	{立绘8141}「く‥、{码0B}邪悪な気が\n強くなっている‥		{立绘8141}「可‥，邪恶的气息\n变强了‥{码0B}邪悪な気が\n強くなっている‥
004531	WORLD/AREAD019.EMI	8	「え？\n村長に ご用ですか？\n---\n‥{码0B}‥{码0B}‥困ったな\nどうしよう。		「咦？\n你找村长吗？\n---\n……麻烦了\n怎么办。{码0B}‥{码0B}‥困ったな\nどうしよう。
004535	WORLD/AREAD019.EMI	8	{框06}{立绘8141}「はあ‥、{码0B}それで\n村長さんは？		{框06}{立绘8141}「哈‥，那么\n村长先生呢？{码0B}それで\n村長さんは？
004538	WORLD/AREAD019.EMI	8	{框05}「うーん‥\n探しに行くと言うなら\n止めませんが‥‥\n---\n‥{码0B}‥だったら\nコレを さしあげます。		{框05}「唔‥\n你们要去找的话\n我不拦着‥‥\n---\n……那就\n把这个给你们。{码0B}‥だったら\nコレを さしあげます。
004544	WORLD/AREAD019.EMI	8	{框05}「でも‥、{码0B}ワナには\n気をつけてくださいね。\n---\n何せ たくさんあるんで‥		{框05}「不过‥，要小心\n陷阱哦。\n---\n毕竟到处都是‥{码0B}ワナには\n気をつけてくださいね。\n---\n何せ たくさんあるんで‥
004551	WORLD/AREAD020.EMI	11	{框06}{立绘C140}「とびこせそうな 場所で\n{色0A}○{/色}ボタンを 押すか‥\n---\nジャンプしたい 方向に\n{色05}方向キー{/色}を いれれば\nいいんです‥\n---\nやってみて下さい。		{框06}{立绘C140}「在能跳过去的地方\n按○键‥\n---\n或朝想跳的方向\n推方向键\n就行‥\n---\n请试试看。{色0A}○{/色}ボタンを 押すか‥\n---\nジャンプしたい 方向に\n{色05}方向キー{/色}を いれれば\nいいんです‥\n---\nやってみて下さい。
004552	WORLD/AREAD020.EMI	11	{框04}{立绘C140}「‥{码0B}‥{码0B}‥と、いう感じで\nもうひとつ、そっちも\nとびこえちゃいましょう。		{框04}{立绘C140}「……就像这样\n那边那个\n也跳过去吧。{码0B}‥{码0B}‥と、いう感じで\nもうひとつ、そっちも\nとびこえちゃいましょう。
004566	WORLD/AREAD020.EMI	11	{框02}{立绘C140}「‥{码0B}‥で、わたしたち\nお姉様を 探しに行く\nとちゅうなのです。{延时60}		{框02}{立绘C140}「……我们\n正在去找姐姐\n的途中。{码0B}‥で、わたしたち\nお姉様を 探しに行く\nとちゅうなのです。{延时60}
004585	WORLD/AREAD024.EMI	11	{框04}{立绘8040}「は‥、{码0B}おそれ多くも\n神皇帝{队员06}さまに\nおかれましては‥\n---\n我らが フォウ帝国を\n築き上げし、初代の\n皇帝さまかと‥		{框04}{立绘8040}「是‥，恕在下斗胆\n对神皇{码0B}陛下‥\n---\n您正是筑成我等\n福乌帝国的\n初代皇帝\n陛下{队员06}さまに\nおかれましては‥\n---\n我らが フォウ帝国を\n築き上げし、初代の\n皇帝さまかと‥
004591	WORLD/AREAD024.EMI	11	{框03}{立绘0202}「おろかな‥、{码0B}とは\n言うまい‥‥\n---\nヒトとは、元来\nそういったものだ‥		{框03}{立绘0202}「愚蠢‥，倒也\n不至于‥‥\n---\n人类，本来\n就是这样的东西‥{码0B}とは\n言うまい‥‥\n---\nヒトとは、元来\nそういったものだ‥
004604	WORLD/AREAD025.EMI	11	{框04}{立绘8040}「‥{码0B}‥{码0B}‥ひょっとして\nかあちゃん？		{框04}{立绘8040}「……该不会\n是老太婆？{码0B}‥{码0B}‥ひょっとして\nかあちゃん？
004611	WORLD/AREAD026.EMI	13	{框06}{立绘C640}「おまえたちは‥{码0B}‥{码0B}‥\n---\nここで‥、何を\nしているのだ？		{框06}{立绘C640}「你们……\n---\n在这里‥，在\n做什么？{码0B}‥{码0B}‥\n---\nここで‥、何を\nしているのだ？
004613	WORLD/AREAD026.EMI	13	{框05}{立绘0101}「今夜、『竜』が現れると\n闻いて‥{码0B}‥\n---\nこの边りを\n見回っているのだ。		{框05}{立绘0101}「听闻今夜『龙』\n将会现身‥‥\n---\n故而在此附近\n巡视。{码0B}‥\n---\nこの边りを\n見回っているのだ。
004622	WORLD/AREAD026.EMI	13	{框03}{立绘C640}「‥{码0B}‥{码0B}‥理に 逆らうなどと\nどうして考えるのだ？		{框03}{立绘C640}「……为何要想着\n逆理而行？{码0B}‥{码0B}‥理に 逆らうなどと\nどうして考えるのだ？
004631	WORLD/AREAD029.EMI	11	{框21}{色0A}○{/色}ボタンを押すと\nスコップで 足もとを\nほり始めます\n---\nスコップは 何回か使うと\n壊れてしまいます\n---\nガラクタを ほってしまうと\n壊れやすくなるので 注意！\n---\n犬が立ち止まった場所には\nアイテムが うまっています\nよく覺えておきましょう\n---\n\n  もう一度、說明を讀みますか？{码14010C82}はい\nいいえ		{框21}{色0A}按住○键\n就会用铁锹\n开始挖脚下\n---\n铁锹用几次\n就会坏掉\n---\n挖到破烂就会\n更容易坏，注意！\n---\n狗停下的地方\n埋着道具\n好好记住吧\n---\n\n要再读一次说明吗？是\n否{/色}ボタンを押すと\nスコップで 足もとを\nほり始めます\n---\nスコップは 何回か使うと\n壊れてしまいます\n---\nガラクタを ほってしまうと\n壊れやすくなるので 注意！\n---\n犬が立ち止まった場所には\nアイテムが うまっています\nよく覺えておきましょう\n---\n\n  もう一度、說明を讀みますか？{码14010C82}はい\nいいえ
004636	WORLD/AREAD029.EMI	11	{框21}\n   操作の說明を讀みますか？{码14010C82}はい\nいいえ		{框21}\n要阅读操作说明吗？是\n否{码14010C82}はい\nいいえ
004642	WORLD/AREAD030.EMI	8	{框06}{立绘C140}「とびこせそうな 場所で\n{色0A}○{/色}ボタンを 押すか‥\n---\nジャンプしたい 方向に\n{色05}方向キー{/色}を いれれば\nいいんです‥\n---\nやってみて下さい。		{框06}{立绘C140}「在能跳过去的地方\n按○键‥\n---\n或朝想跳的方向\n推方向键\n就行‥\n---\n请试试看。{色0A}○{/色}ボタンを 押すか‥\n---\nジャンプしたい 方向に\n{色05}方向キー{/色}を いれれば\nいいんです‥\n---\nやってみて下さい。
004643	WORLD/AREAD030.EMI	8	{框04}{立绘C140}「‥{码0B}‥{码0B}‥と、いう感じで\nもうひとつ、そっちも\nとびこえちゃいましょう。		{框04}{立绘C140}「……就像这样\n那边那个\n也跳过去吧。{码0B}‥{码0B}‥と、いう感じで\nもうひとつ、そっちも\nとびこえちゃいましょう。
004657	WORLD/AREAD030.EMI	8	{框02}{立绘C140}「‥{码0B}‥で、わたしたち\nお姉様を 探しに行く\nとちゅうなのです。{延时60}		{框02}{立绘C140}「……我们\n正在去找姐姐\n的途中。{码0B}‥で、わたしたち\nお姉様を 探しに行く\nとちゅうなのです。{延时60}
004677	WORLD/AREAD033.EMI	13	{框04}{立绘C240}「ダムを こわした\n竜‥、{码0B}なのか‥？		{框04}{立绘C240}「就是弄坏大坝的\n那条龙‥，吗‥？{码0B}なのか‥？
