id	file	slot	page	hex	src	tgt
sys2_043	SYSTEM/DEMO.EMI	64	0	392062886372868076	9{码20}おろかなるもの	9 愚者
sys2_044	SYSTEM/DEMO.EMI	65	0	313020133a761201133b	10{码20}西の大陸	10 西方大陆
sys2_045	SYSTEM/DEMO.EMI	66	0	3131207d6ea564	11{码20}みちびき	11 引导
sys2_046	SYSTEM/DEMO.EMI	67	0	31322012da7612b88985	12{码20}旅の終わり	12 旅途的终点
sys2_047	SYSTEM/DEMO.EMI	68	0	313320121671c8c171	13{码20}神とヒトと	13 神与人
sys2_048	SYSTEM/DEMO.EMI	70	0	0c0120bb5df68a2012b812b969708388695fa26a6301202020201509775f150a8a128512ba6a86710120202020bdafc1d612a112a273128f857c6a148c0c42775f015f5f61	{框01}{码20}セ-ブを{码20}終了してよろしいですか\n{码20}{码20}{码20}{码20}{符号2 09}はい』を選択すると\n{码20}{码20}{码20}{码20}タイトル画面に戻ります{码148C0C42}はい\nいいえ	{框01}{码20}确定要退出存档吗\n{码20}{码20}{码20}{码20}选择{符号2 09}是』后\n{码20}{码20}{码20}{码20}将返回标题画面{码148C0C42}是\n否
sys2_049	SYSTEM/DEMO.EMI	85	0	20202020a367a28020202020	{码20}{码20}{码20}{码20}どこでも{码20}{码20}{码20}{码20}	    随处    
sys2_050	SYSTEM/DEMO.EMI	86	0	202020b8d4af76134320202020	{码20}{码20}{码20}サライの町{码20}{码20}{码20}{码20}	   萨莱镇    
sys2_051	SYSTEM/DEMO.EMI	87	0	202020bee2dbf4761343202020	{码20}{码20}{码20}チャンバの町{码20}{码20}{码20}	   钱巴镇   
sys2_052	SYSTEM/DEMO.EMI	88	0	2020aebabdc21344123a123a12a82020	{码20}{码20}アスタナ基地地下{码20}{码20}	  阿斯塔纳基地地下  
sys2_053	SYSTEM/DEMO.EMI	89	0	20202020b4d5ae130e20202020	{码20}{码20}{码20}{码20}キリア村{码20}{码20}{码20}{码20}	    基利亚村    
sys2_054	SYSTEM/DEMO.EMI	90	0	20202020134512d812d12020202020	{码20}{码20}{码20}{码20}山小屋{码20}{码20}{码20}{码20}{码20}	     山间小屋     
sys2_055	SYSTEM/DEMO.EMI	91	0	20202020bbc5babd20202020	{码20}{码20}{码20}{码20}セネスタ{码20}{码20}{码20}{码20}	    塞内斯塔    
sys2_056	SYSTEM/DEMO.EMI	92	0	202020c7b9f5c1761343202020	{码20}{码20}{码20}ハシビトの町{码20}{码20}{码20}	   哈西比特镇   
sys2_057	SYSTEM/DEMO.EMI	93	0	20202020aebabdc220202020	{码20}{码20}{码20}{码20}アスタナ{码20}{码20}{码20}{码20}	    阿斯塔纳    
sys2_058	SYSTEM/DEMO.EMI	94	0	20202020d6f2ddae20202020	{码20}{码20}{码20}{码20}ルディア{码20}{码20}{码20}{码20}	    卢迪亚    
sys2_059	SYSTEM/DEMO.EMI	95	0	20202020b9dff32020202020	{码20}{码20}{码20}{码20}シェド{码20}{码20}{码20}{码20}{码20}	     谢德     
sys2_060	SYSTEM/DEMO.EMI	96	0	202020c95dd7db761346202020	{码20}{码20}{码20}フ-レンの里{码20}{码20}{码20}	   弗伦的故里   
sys2_061	SYSTEM/DEMO.EMI	97	0	202020b0afdbf2ddae202020	{码20}{码20}{码20}ウインディア{码20}{码20}{码20}	   温迪亚   
sys2_062	SYSTEM/DEMO.EMI	98	0	202020bedfb576130e20202020	{码20}{码20}{码20}チェクの村{码20}{码20}{码20}{码20}	   切克村    
sys2_063	SYSTEM/DEMO.EMI	99	0	20202020bcdb130e2020202020	{码20}{码20}{码20}{码20}ソン村{码20}{码20}{码20}{码20}{码20}	     索村     
sys2_064	SYSTEM/DEMO.EMI	100	0	20202083606b5f76130e202020	{码20}{码20}{码20}ようせいの村{码20}{码20}{码20}	   妖精之村   
sys2_065	SYSTEM/DEMO.EMI	101	0	20202020201354128b2020202020	{码20}{码20}{码20}{码20}{码20}関所{码20}{码20}{码20}{码20}{码20}	     关所     
sys2_066	SYSTEM/DEMO.EMI	102	0	20202020b9e35db520202020	{码20}{码20}{码20}{码20}シュ-ク{码20}{码20}{码20}{码20}	    舒克    
sys2_067	SYSTEM/DEMO.EMI	103	0	2020202020d5fb2020202020	{码20}{码20}{码20}{码20}{码20}リプ{码20}{码20}{码20}{码20}{码20}	     里普     
sys2_068	SYSTEM/DEMO.EMI	104	0	202020b8d6f2dddb1339202020	{码20}{码20}{码20}サルディン島{码20}{码20}{码20}	   萨尔丁岛   
sys2_069	SYSTEM/DEMO.EMI	105	0	202020b7b0b9ae130e20202020	{码20}{码20}{码20}コウシア村{码20}{码20}{码20}{码20}	   考西亚村    
sys2_070	SYSTEM/DEMO.EMI	106	0	20202020beb5ae130e20202020	{码20}{码20}{码20}{码20}チクア村{码20}{码20}{码20}{码20}	    奇库亚村    
sys2_071	SYSTEM/DEMO.EMI	107	0	20202020f9b0b5130e20202020	{码20}{码20}{码20}{码20}パウク村{码20}{码20}{码20}{码20}	    帕乌克村    
sys2_072	SYSTEM/DEMO.EMI	108	0	20202020125e1352354620202020	{码20}{码20}{码20}{码20}皇城5F{码20}{码20}{码20}{码20}	    皇城5层    
sys2_073	SYSTEM/DEMO.EMI	109	0	202020125e1352123a12a83446202020	{码20}{码20}{码20}皇城地下4F{码20}{码20}{码20}	   皇城地下4层   
sys2_074	SYSTEM/DEMO.EMI	110	0	20202020125e1352314620202020	{码20}{码20}{码20}{码20}皇城1F{码20}{码20}{码20}{码20}	    皇城1层    
sys2_075	SYSTEM/DEMO.EMI	111	0	2020202020125f133d2020202020	{码20}{码20}{码20}{码20}{码20}帝都{码20}{码20}{码20}{码20}{码20}	     帝都     
sys2_076	SYSTEM/DEMO.EMI	112	0	2020202012157612005b20202020	{码20}{码20}{码20}{码20}夢の中‥{码20}{码20}{码20}{码20}	    梦境中…    
sys2_077	SYSTEM/DEMO.EMI	130	0	2020201201120213061338131c20202020	{码20}{码20}{码20}大砂漠南部{码20}{码20}{码20}{码20}	   大沙漠南部    
sys2_078	SYSTEM/DEMO.EMI	131	0	202020d6f2ddae123a1264202020	{码20}{码20}{码20}ルディア地放{码20}{码20}{码20}	   卢迪亚地方   
sys2_079	SYSTEM/DEMO.EMI	132	0	2020b0afdbf2ddae123a12642020	{码20}{码20}ウインディア地放{码20}{码20}	  温迪亚地方  
sys2_080	SYSTEM/DEMO.EMI	133	0	202020201200134712df123a20202020	{码20}{码20}{码20}{码20}中央高地{码20}{码20}{码20}{码20}	    中央高地    
sys2_081	SYSTEM/DEMO.EMI	134	0	202020b9e35db5123a1264202020	{码20}{码20}{码20}シュ-ク地放{码20}{码20}{码20}	   舒克地方   
sys2_082	SYSTEM/DEMO.EMI	135	0	202020aebabddb123a1264202020	{码20}{码20}{码20}アスタン地放{码20}{码20}{码20}	   阿斯坦地方   
sys2_083	SYSTEM/DEMO.EMI	136	0	2020201201120213061349131c20202020	{码20}{码20}{码20}大砂漠北部{码20}{码20}{码20}{码20}	   大沙漠北部    
sys2_084	SYSTEM/DEMO.EMI	137	0	202020fcafbd1348133920202020	{码20}{码20}{码20}ペイタ半島{码20}{码20}{码20}{码20}	   佩塔半岛    
sys2_085	SYSTEM/DEMO.EMI	138	0	202020133a1201133b1200131c20202020	{码20}{码20}{码20}西大陸中部{码20}{码20}{码20}{码20}	   西大陆中部    
sys2_086	SYSTEM/DEMO.EMI	139	0	202020ebdbe51345123a20202020	{码20}{码20}{码20}ジンガ山地{码20}{码20}{码20}{码20}	   金加山地    
sys2_087	SYSTEM/DEMO.EMI	140	0	2020202013491264134a133920202020	{码20}{码20}{码20}{码20}北放諸島{码20}{码20}{码20}{码20}	    北方诸岛    
sys2_088	SYSTEM/DEMO.EMI	141	0	20202020b9b276120a20202020	{码20}{码20}{码20}{码20}シオの海{码20}{码20}{码20}{码20}	    潮之海    
sys2_089	SYSTEM/DEMO.EMI	142	0	20202020134b12ec134c134d20202020	{码20}{码20}{码20}{码20}黄金平野{码20}{码20}{码20}{码20}	    黄金平野    
sys2_090	SYSTEM/DEMO.EMI	143	0	202020133a1201133b1338131c20202020	{码20}{码20}{码20}西大陸南部{码20}{码20}{码20}{码20}	   西大陆南部    
sys2_091	SYSTEM/DEMO.EMI	144	0	e85dce127b127c	ゲ-ム設定	游戏设置
sys2_092	SYSTEM/DEMO.EMI	145	0	f8bddb127b127c	ボタン設定	按键设置
sys2_093	SYSTEM/DEMO.EMI	146	0	bab5d55ddb	スクリ-ン	画面
sys2_094	SYSTEM/DEMO.EMI	147	0	1273129b129c	初期化	重置
sys2_095	SYSTEM/DEMO.EMI	148	0	129d1287129e1275	振動機能	振动功能
sys2_096	SYSTEM/DEMO.EMI	149	0	efe1b9e3	ダッシュ	冲刺
sys2_097	SYSTEM/DEMO.EMI	150	0	b3cfd4	カメラ	视角
sys2_098	SYSTEM/DEMO.EMI	153	0	b8b0dbf3	サウンド	声音
sys2_099	SYSTEM/DEMO.EMI	154	0	42474d	BGM	BGM
sys2_100	SYSTEM/DEMO.EMI	155	0	5345	SE	SE
sys2_101	SYSTEM/DEMO.EMI	156	0	b7dbf9ba	コンパス	罗盘
sys2_102	SYSTEM/DEMO.EMI	157	0	4f4646	OFF	关
sys2_103	SYSTEM/DEMO.EMI	158	0	4f4e	ON	开
sys2_104	SYSTEM/DEMO.EMI	160	0	b25dc1	オ-ト	自动
sys2_105	SYSTEM/DEMO.EMI	161	0	c65dccd6	ノ-マル	普通
sys2_106	SYSTEM/DEMO.EMI	162	0	d5f45dba	リバ-ス	反向
sys2_107	SYSTEM/DEMO.EMI	163	0	301508	0{符号2 08}	0{符号2 08}
sys2_108	SYSTEM/DEMO.EMI	164	0	129234351508	右45{符号2 08}	右45{符号2 08}
sys2_109	SYSTEM/DEMO.EMI	165	0	129134351508	左45{符号2 08}	左45{符号2 08}
sys2_110	SYSTEM/DEMO.EMI	166	0	626c5f	おそい	慢
sys2_111	SYSTEM/DEMO.EMI	167	0	796f60	ふつう	普通
sys2_112	SYSTEM/DEMO.EMI	168	0	77815f	はやい	快
sys2_113	SYSTEM/DEMO.EMI	169	0	bac0d7b2	ステレオ	立体声
sys2_114	SYSTEM/DEMO.EMI	170	0	d0c6d4d6	モノラル	单声道
sys2_115	SYSTEM/DEMO.EMI	171	0	e85dce76127b127c8a207a8b6760697c6a	ゲ-ムの設定を{码20}へんこうします	更改游戏设置
sys2_116	SYSTEM/DEMO.EMI	172	0	b7dbc1d85dd476127b127c8a207a8b6760697c6a011507129f12a076127b127c7720bdaffb0700a26a	コントロ-ラの設定を{码20}へんこうします\n{符号2 07}現在の設定は{码20}タイプ{占位00}です	更改手柄设置\n{符号2 07}当前设置为类型{占位00}
sys2_117	SYSTEM/DEMO.EMI	173	0	12a112a2fdebb9e4db8a2012a3127e697c6a	画面ポジションを{码20}調整します	调整画面位置
sys2_118	SYSTEM/DEMO.EMI	174	0	6aa77076127b127c8a201273129b1278127973128f697c6a011507f8bddb127b127c24bab5d55ddb801273129b1278127973128f857c6a	すべての設定を{码20}初期状態に戻します\n{符号2 07}ボタン設定、スクリ-ンも初期状態に戻ります	将所有设置恢复为初始状态\n{符号2 07}手柄设置和画面也将恢复初始状态
sys2_119	SYSTEM/DEMO.EMI	175	0	6aa77076127b127c8a201273129b129c69708388695fa26a63	すべての設定を{码20}初期化してよろしいですか	确定要将所有设置重置吗
sys2_120	SYSTEM/DEMO.EMI	176	0	129d1287129e127576204f4e2f4f464695a2647c6a011507129d1287129e127577f2e3aed6b9e4e1b5a26212a4697d659f685f	振動機能の{码20}ON/OFFができます\n{符号2 07}振動機能はデュアルショックでお楽しみください	可开启或关闭振动功能\n{符号2 07}振动功能需使用震动手柄
sys2_121	SYSTEM/DEMO.EMI	199	0	20efe1b9e3	{码20}ダッシュ	 冲刺
sys2_122	SYSTEM/DEMO.EMI	200	0	20202020b3cfd4	{码20}{码20}{码20}{码20}カメラ	    视角
sys2_123	SYSTEM/DEMO.EMI	202	0	050a150006	{色0A}{符号2 00}{/色}	{色0A}{符号2 00}{/色}
sys2_124	SYSTEM/DEMO.EMI	206	0	4c	L	L
sys2_125	SYSTEM/DEMO.EMI	207	0	52	R	R
sys2_126	SYSTEM/DEMO.EMI	209	0	583a	X：	X：
sys2_127	SYSTEM/DEMO.EMI	210	0	593a	Y：	Y：
sys2_128	SYSTEM/DEMO.EMI	212	0	5b	‥	…
sys2_129	SYSTEM/CAMP.EMI	0	0	170000170101170202170303170404170505170606170707170808170909170a0a170b0b170c0c170d0d170e0e170f0f	{立绘0000}{立绘0101}{立绘0202}{立绘0303}{立绘0404}{立绘0505}{立绘0606}{立绘0707}{立绘0808}{立绘0909}{立绘0A0A}{立绘0B0B}{立绘0C0C}{立绘0D0D}{立绘0E0E}{立绘0F0F}	{立绘0000}{立绘0101}{立绘0202}{立绘0303}{立绘0404}{立绘0505}{立绘0606}{立绘0707}{立绘0808}{立绘0909}{立绘0A0A}{立绘0B0B}{立绘0C0C}{立绘0D0D}{立绘0E0E}{立绘0F0F}
sys2_130	SYSTEM/CAMP.EMI	1	0	0c8a14820c82775f015f5f61	{框8A}{码14820C82}はい\nいいえ	{框8A}{码14820C82}是\n否
sys2_131	SYSTEM/CAMP.EMI	2	0	0c8814820c82775f015f5f61	{框88}{码14820C82}はい\nいいえ	{框88}{码14820C82}是\n否
sys2_132	SYSTEM/CAMP.EMI	3	0	12a3a786	調べる	调查
sys2_133	SYSTEM/CAMP.EMI	4	0	12761277	装備	装备
sys2_134	SYSTEM/CAMP.EMI	5	0	d5bac1	リスト	列表
sys2_135	SYSTEM/CAMP.EMI	6	0	679b8b	こじん	个人
sys2_136	SYSTEM/CAMP.EMI	7	0	12c791705f86bab4d68a206365738ba2647c6a	持っているスキルを{码20}かくにんできます	可确认持有的技能
sys2_137	SYSTEM/CAMP.EMI	8	0	bab4d67612bd8763618a12cc5f7c6a01150712761277737720050209230095316f124512bf06a26a	スキルの入れかえを行います\n{符号2 07}装備には{码20}{色02}{道具2300}が1つ必要{/色}です	进行技能更换\n{符号2 07}更换装备需要1个{色02}{道具2300}{/色}
sys2_138	SYSTEM/CAMP.EMI	9	0	bab4d67612bd8763618a12cc5f7c6a011507092300776aa2731270127d69705f7c6a	スキルの入れかえを行います\n{符号2 07}{道具2300}はすでに使用しています	进行技能更换\n{符号2 07}{道具2300}已在使用中
sys2_139	SYSTEM/CAMP.EMI	10	0	bab4d67612bd8763618a12cc5f7c6a0115070502092300068a12c791705f7c6b8b	スキルの入れかえを行います\n{符号2 07}{色02}{道具2300}{/色}を持っていません	进行技能更换\n{符号2 07}未持有{色02}{道具2300}{/色}
sys2_140	SYSTEM/CAMP.EMI	11	0	12a9bab4d67620d5bac1a26a	全スキルの{码20}リストです	全部技能列表
sys2_141	SYSTEM/CAMP.EMI	12	0	cfdbf45d95201276127769705f86bab4d676d5bac1a26a	メンバ-が{码20}装備しているスキルのリストです	队员已装备技能列表
sys2_142	SYSTEM/CAMP.EMI	13	0	1284952012761277697c6a63	誰が{码20}装備しますか	由谁装备
sys2_143	SYSTEM/CAMP.EMI	14	0	07007607018a20779c697c6a63	{占位00}の{占位01}を{码20}はずしますか	要卸下{占位00}的{占位01}吗
sys2_144	SYSTEM/CAMP.EMI	15	0	12761277d05df38a12b812b969708388695fa26a63	装備モ-ドを終了してよろしいですか	确定要退出装备模式吗
sys2_145	SYSTEM/CAMP.EMI	16	0	129f12a0246c76bab4d6770700951276127769705f7c6a016f66636170208388695fa26a63	現在、そのスキルは{占位00}が装備しています\nつけかえて{码20}よろしいですか	该技能目前由{占位00}装备\n确定要更换吗
sys2_146	SYSTEM/CAMP.EMI	17	0	0502092300068a20316f1270127d6970808388695fa26a63	{色02}{道具2300}{/色}を{码20}1つ使用してもよろしいですか	确定要使用1个{色02}{道具2300}{/色}吗
sys2_147	SYSTEM/CAMP.EMI	18	0	fbd7afd15d8a128512ba6970659f685f	プレイヤ-を選択してください	请选择玩家
sys2_148	SYSTEM/CAMP.EMI	19	0	12bd1247	入門	入门
sys2_149	SYSTEM/CAMP.EMI	20	0	f25dbd	デ-タ	数据
sys2_150	SYSTEM/CAMP.EMI	21	0	817f86	やめる	退出
sys2_151	SYSTEM/CAMP.EMI	22	0	12fe12836a8612f8135a12fe8a2063617c6a	師事する伝承師を{码20}かえます	更换师承的传承师
sys2_152	SYSTEM/CAMP.EMI	23	0	12f8135a12fe76125b12e98a206365738b697c6a	伝承師の素質を{码20}かくにんします	确认传承师的素质
sys2_153	SYSTEM/CAMP.EMI	24	0	12f8135a12fe7a7612fe12838a20817f7c6a	伝承師への師事を{码20}やめます	停止师承传承师
sys2_154	SYSTEM/CAMP.EMI	25	0	1284952012c26d7312fe12836a8676a26a63	誰が{码20}新たに師事するのですか	由谁新拜师
sys2_155	SYSTEM/CAMP.EMI	26	0	1284952012fe12838a817f7c6a63	誰が{码20}師事をやめますか	由谁停止师承
sys2_156	SYSTEM/CAMP.EMI	27	0	0700732012fe12836a86cfdbf45d8a12887f7012a8685f	{占位00}に{码20}師事するメンバ-を決めて下さい	请决定向{占位00}师承的队员
sys2_157	SYSTEM/CAMP.EMI	28	0	0700732012fe1283697c6a63	{占位00}に{码20}師事しますか	要向{占位00}师承吗
sys2_158	SYSTEM/CAMP.EMI	29	0	07008a20128495130412c6857c6a63011507050a1503063a7c6412b473130412c686	{占位00}を{码20}誰が受取りますか\n{符号2 07}{色0A}□{/色}：まき物に受取る	由谁接收{占位00}\n{符号2 07}{色0A}□{/色}：收入卷轴
sys2_159	SYSTEM/CAMP.EMI	30	0	07008a207c6412b473130412c6857c6a63	{占位00}を{码20}まき物に受取りますか	要将{占位00}收入卷轴吗
sys2_160	SYSTEM/CAMP.EMI	31	0	125364955e857c6b8b20bab4d68a7c6412b473128f69700107008a20130412c6857c6a63	空きがありません{码20}スキルをまき物に戻して\n{占位00}を{码20}受取りますか	空间不足，要将技能放回卷轴\n来接收{占位00}吗
sys2_161	SYSTEM/CAMP.EMI	32	0	6776bab4d68a207c6412b473128f69700107008a20130412c6857c6a63	このスキルを{码20}まき物に戻して\n{占位00}を{码20}受取りますか	要将此技能放回卷轴\n来接收{占位00}吗
sys2_162	SYSTEM/CAMP.EMI	33	0	0501454d50545906	{色01}EMPTY{/色}	{色01}空{/色}
sys2_163	SYSTEM/CAMP.EMI	34	0	0700952012fe12838a817f7c6a63	{占位00}が{码20}師事をやめますか	{占位00}要停止师承吗
sys2_164	SYSTEM/CAMP.EMI	35	0	0700952012fe12838a817f7c6a63	{占位00}が{码20}師事をやめますか	{占位00}要停止师承吗
sys2_165	SYSTEM/CAMP.EMI	36	0	0701952007008a0113046612c6857c6a63	{占位01}が{码20}{占位00}を\n受け取りますか	{占位01}要接收\n{占位00}吗
sys2_166	SYSTEM/CAMP.EMI	38	0	12c012db73243212de12c912687612f8135a12fe730112fe128377a2647c6b8b237b637612f8135a12fe730112fe128369705f6d128a122177201268132d6468877c6a0212641290b45d126812a83acfdbf45d76128512ba0112641290b45d129112923a12bb4012891308766485636101050a1500063a1288127c202020050a1501063a12b812b9	一度に、2人以上の伝承師に\n師事はできません。ほかの伝承師に\n師事していた場合は{码20}上書きされます\n---\n放向キ-上下：メンバ-の選択\n放向キ-左右：前·後衛のきりかえ\n{色0A}{符号2 00}{/色}：決定{码20}{码20}{码20}{色0A}×{/色}：終了	不能同时师承2名以上传承师\n若已师承其他传承师\n将被覆盖\n---\n方向键上下：选择队员\n方向键左右：切换前/后卫\n{色0A}{符号2 00}{/色}：确定   {色0A}×{/色}：结束
sys2_167	SYSTEM/CAMP.EMI	39	0	bab4d67613046612c6857701d5bac1731253649572657080247c6412b47601bab4d6716760638b6970201276127712bc1275a26a0212641290b45d3ab35dbcd6761286128701050a1500063a1288127c01050a1503063a7c6412b473bab4d68a13046612c686	スキルの受け取りは\nリストに空きがなくても、まき物の\nスキルとこうかんして{码20}装備可能です\n---\n放向キ-：カ-ソルの移動\n{色0A}{符号2 00}{/色}：決定\n{色0A}□{/色}：まき物にスキルを受け取る	接收技能时\n即使列表已满，也可与卷轴中的\n技能交换后装备\n---\n方向键：移动光标\n{色0A}{符号2 00}{/色}：确定\n{色0A}□{/色}：将技能收入卷轴
sys2_168	SYSTEM/CAMP.EMI	40	0	7c6412b473128f696dbab4d676127612777377010502092300069520124512bf7372857c6a0212641290b45d126812a8013a7c6412b473128f6abab4d68a128512ba01050a1500063a1288127c2020050a1501063ab4e2dbbbd6	まき物に戻したスキルの装備には\n{色02}{道具2300}{/色}が{码20}必要になります\n---\n放向キ-上下\n：まき物に戻すスキルを選択\n{色0A}{符号2 00}{/色}：決定{码20}{码20}{色0A}×{/色}：キャンセル	放回卷轴的技能\n再次装备时需要{色02}{道具2300}{/色}\n---\n方向键上下\n：选择放回卷轴的技能\n{色0A}{符号2 00}{/色}：确定  {色0A}×{/色}：取消
sys2_169	SYSTEM/CAMP.EMI	41	0	12641290b45d3ab35dbcd6761286128701050a1500063a1288127c2020050a1501063a12b812b9	放向キ-：カ-ソルの移動\n{色0A}{符号2 00}{/色}：決定{码20}{码20}{色0A}×{/色}：終了	方向键：移动光标\n{色0A}{符号2 00}{/色}：确定  {色0A}×{/色}：结束
