id	file	seg	src	tgt
005168	WORLD/AREAD072.EMI	11	動かない‥\nどうやら壊れているようだ	动不了‥\n看来是坏了
005169	WORLD/AREAD072.EMI	11	取水門を閉めないと\nこの門は開けられない！	不关上取水门\n就打不开这门！
005170	WORLD/AREAD072.EMI	11	水があるのでおりられない！	有水，下不去！
005171	WORLD/AREAD072.EMI	11	出水門を閉めないと\nこの門は開けられない！	不关上出水门\n就打不开这门！
005172	WORLD/AREAD072.EMI	11	「よう、旅の人‥\n帝都に運ぶ商品を\n待ってるんだが、ヒマでね\n---\nちょっと話しあいてに\nなってくれるかい？	「哟，旅行的人‥\n等着运往帝都的货\n闲着没事干呢\n---\n陪我聊两句\n怎么样？
005173	WORLD/AREAD072.EMI	11	「まあ、目的があるから\n旅をしてるんだ‥\nヒマなわけないよな。	「嘛，因为有目的\n才旅行的‥\n怎么可能闲着。
005174	WORLD/AREAD072.EMI	11	「竜ね‥オレは一度も\n見た事ないけど\n---\nあんたはあるのかい？あります\nここにいます\n話をやめる	「龙啊‥我可是\n一次都没见过\n---\n你见过吗？见过\n就在这里\n不聊了
005175	WORLD/AREAD072.EMI	11	「ホントかい？！\n---\n竜ってのはいったい\nどんなモンなんだい？色んな形をしてます\n空を飛び、口から火をはきます\n人の姿をしてます\n話をやめる	「真的吗？！\n---\n龙到底\n是什么样子的？各种形态都有\n能飞天，嘴里喷火\n还有人的模样\n不聊了
005176	WORLD/AREAD072.EMI	11	「へえ、色んな形って\nたとえばどんな‥？ムシとか魚とか\n草とか岩とか\n話をやめる	「哦，各种形态？\n比如都是什么样的？像虫子、像鱼\n像草、像岩石\n不聊了
005177	WORLD/AREAD072.EMI	11	「むかし、バアちゃんから\n闻かされたおとぎ話と\nおんなじだな‥\n---\n本当に見たのかい？	「跟以前奶奶\n讲给我的童话\n一模一样啊‥\n---\n真的见过吗？
005178	WORLD/AREAD072.EMI	11	「おいおい、チャカすなよ\nオトナをからかう\nもんじゃねえ‥	「喂喂，别耍我\n可不该拿大人\n开玩笑‥
005179	WORLD/AREAD072.EMI	11	「草とか岩ねえ‥\n---\n竜ってのは、ずいぶん\n変な形してるんだな\n---\nそういや、南の\n---\n石切り場にも\n変な形の岩があるんだぜ\n---\nきょうみがあったら\n行ってみな。	「像草、像岩石啊‥\n---\n龙的样子，还真是\n够奇怪的\n---\n说起来，南边的\n---\n采石场里\n也有形状奇怪的岩石呢\n---\n有兴趣的话\n去看看吧。
005180	WORLD/AREAD072.EMI	11	「ムシとか魚か‥\n---\nそりゃあ、たとえ竜でも\n気づかねえよなあ‥\n---\nふみつぶしたり\n食っちまったり\nしてるかもなあ‥	「像虫子、像鱼啊‥\n---\n那样的话，就算真是龙\n也不会注意到啊‥\n---\n说不定被一脚\n踩扁，或者\n吃进肚子里了呢‥
005181	WORLD/AREAD072.EMI	11	「旅ねえ‥おれはずっと\nこの边りから\n出たことないけど‥\n---\nアンタらはどっから\n来たんだい？海の向こうから\nきのうから\n話をやめる	「旅行啊‥我一直\n没离开过\n这片地方‥\n---\n你们从哪里\n来的？海的对面\n昨天刚到\n不聊了
005182	WORLD/AREAD072.EMI	11	「へえ、そんな\n遠いとこから‥！？\n---\n道中、いろんな事が\nあったんだろうなぁ‥竜に会ったりした\n空を飛んだりした\n帝国に追われたりした\n話をやめる	「哦，从那么\n远的地方来‥！？\n---\n路上，一定经历了\n不少事吧‥遇到过龙\n飞过天\n被帝国追杀过\n不聊了
005183	WORLD/AREAD072.EMI	11	「時の流れを生き\n人生を旅する、って事かい？\n---\nアンタイキだねえ‥\n気に入ったよ\nコイツをやろう！\n---\n\n	「活在时之流中\n把人生当作旅途，是吗？\n---\n你真有气魄啊‥\n我喜欢\n这个给你！\n---\n\n
005184	WORLD/AREAD072.EMI	11	「‥なんだよ、アンタら\n逃げて来たのかい！？\n---\nそいつはジャマして\n悪かったな‥\n---\nこの先なにかと\n苦勞しそうだ\nコイツをもってきな！\n---\n\n	「‥你们怎么回事\n是被追着逃过来的吗！？\n---\n打扰了\n真是抱歉‥\n---\n前面看来要吃\n不少苦头\n把这个带上！\n---\n\n
005185	WORLD/AREAD072.EMI	11	「まだ話しあいてに\nなってくれるのかい？	「还能继续\n陪我聊天吗？
005186	WORLD/AREAD072.EMI	11	「なんだい、話の最中で\nやめちまうのかい！？	「怎么回事，话说一半\n就不聊了吗！？
005188	WORLD/AREAD072.EMI	11	「時の流れを生き\n人生を旅する、って事かい？\n---\nそれじゃあ、今日を生きてる\nオレも旅人ってわけだ。	「活在时之流中\n把人生当作旅途，是吗？\n---\n那今天还活着的我\n也算旅人喽。
005189	WORLD/AREAD072.EMI	11	「‥だからよ、そういうのは\n旅っていわねえんじゃ\nないのか？	「‥所以说啊，那种事\n算不上什么\n旅行吧？
005190	WORLD/AREAD072.EMI	11	{框21}{打字02}運河に浮いている『木箱』は\n{队员02}が押すと\n動かすことができます。\n---\nまた、『水門』を開閉して\n水を出し入れできます。\n---\nこの二つを利用して\n道をつくって、すすんでください。\n---\n\nもう一度、說明を讀みますか？	{框21}{打字02}浮在运河上的『木箱』\n由{队员02}来推\n就能移动。\n---\n另外，开闭『水门』\n可以放出或放入水。\n---\n利用这两样\n搭出道路，前进吧。\n---\n\n要再读一次说明吗？
005191	WORLD/AREAD072.EMI	11	\n\n---\n石切り場への道を教わった！	\n\n---\n得知了去采石场的路！
005192	WORLD/AREAD074.EMI	8	ちゃんばでぐち	占巴出口
005193	WORLD/AREAD074.EMI	8	{框03}	{框03}
005194	WORLD/AREAD074.EMI	8	{框06}{立绘C540}「お礼は、{队员05}に\n言うが良いです。\n---\n{立绘8040}「ありがとう、{队员05}。	{框06}{立绘C540}「道谢的话\n对{队员05}说吧。\n---\n{立绘8040}「谢谢，{队员05}。
005195	WORLD/AREAD074.EMI	8	{框03}{立绘0101}「えーと‥、そうですね‥\n---\n	{框03}{立绘0101}「那个‥，是啊‥\n---\n
005196	WORLD/AREAD074.EMI	8	{框06}{立绘C540}「ソレはいいですが‥\n---\n{队员05}は、そっちの人に\nついて行くと、言ってますよ。	{框06}{立绘C540}「那倒没问题‥\n---\n{队员05}说，要跟\n那边的人走。
005197	WORLD/AREAD074.EMI	8	{框03}{立绘0201}「	{框03}{立绘0201}「
005198	WORLD/AREAD074.EMI	8	{框06}{立绘8040}「そのようです。	{框06}{立绘8040}「似乎是这样。
005199	WORLD/AREAD074.EMI	8	{框03}{立绘0101}「あの、それじゃ\nともかく‥‥\n---\n兄さまのところまで\n行きましょう。\n---\nきっと、心配していると\n思いますし‥。	{框03}{立绘0101}「那个，总之‥‥\n---\n先回兄长\n那里去吧。\n---\n他一定\n正担心着\n我们呢‥。
005200	WORLD/AREAD074.EMI	8	{立绘0302}「ちょっと、アンタら！\n町ん中には\n入らない方がいいぜ‥\n---\n呪いもまだ残ってるし\nそれに‥\nとにかくやめときな。	{立绘0302}「喂，你们！\n最好别进\n城里‥\n---\n诅咒还没散\n再说‥\n总之别去。
005201	WORLD/AREAD074.EMI	8	{立绘0302}「まいったな‥\nアイツのおかげで\n作業がすすまねえ。	{立绘0302}「真是头疼‥\n都怪那家伙\n活儿都没法干。
005202	WORLD/AREAD074.EMI	8	{立绘0302}「魚みたいな\n化け物がいたろ？\n---\nあんなのが、たくさん\n呪いのキリの中を\nおよいでるんだ‥\n---\nあれじゃまるで\n\n---\nつりばだよな。	{立绘0302}「你们见到\n鱼一样的怪物了吧？\n---\n那种东西，一大群\n在诅咒的雾里\n游来游去‥\n---\n那样子简直\n\n---\n像个钓鱼场。
005203	WORLD/AREAD074.EMI	8	{立绘0302}「サオでも持ってりゃ\nあんな化け物‥\n---\n一ぴき残らずつり上げて\nやるんだがな。	{立绘0302}「只要拿着竿子\n那种怪物‥\n---\n真想一条不剩\n全钓上来啊。
005204	WORLD/AREAD076.EMI	11	{框02}	{框02}
005205	WORLD/AREAD076.EMI	11	{框02}{立绘0101}「マーロックか‥\n商売ねっしんな、ヤツだね。	{框02}{立绘0101}「马洛克啊‥\n真是个精明的商人。
005206	WORLD/AREAD076.EMI	11	{框06}{立绘8242}「まったくだ‥\n---\nあんな、でかい荷物\n運んできて‥	{框06}{立绘8242}「可不是嘛‥\n---\n那么大堆货物\n都运过来了‥
005207	WORLD/AREAD076.EMI	11	{框02}{立绘0101}「ま、そのぐらいの\nヤツじゃないと‥\n---\n敵側のおれたちと\n商売しようなんて\n考えないよね‥	{框02}{立绘0101}「嘛，不是那种\n家伙的话‥\n---\n也不会想着跟\n敌对阵的我们\n做生意吧‥
005208	WORLD/AREAD076.EMI	11	{立绘C140}「とりあえずは‥\nうまくいったみたいですね。	{立绘C140}「总而言之‥\n好像挺顺利呢。
005209	WORLD/AREAD076.EMI	11	{框02}{立绘0303}「ああ‥‥\nここまで、来たからには‥\n---\n必ず、エリーナを\n見つけ出す‥！	{框02}{立绘0303}「啊……\n都走到这一步了‥\n---\n必定要\n找到艾莉娜‥！
005210	WORLD/AREAD076.EMI	11	{框02}{立绘0303}「‥‥‥行ったか？	{框02}{立绘0303}「……走了吗？
005211	WORLD/AREAD076.EMI	11	{立绘0404}「ねーねー‥\nこの砂船って、君達の？	{立绘0404}「呐呐‥\n这砂船，是你们的？
005212	WORLD/AREAD076.EMI	11	{立绘0404}「なんだ、そうか‥\n---\nうーん、誰のなんだろ。	{立绘0404}「哦，这样啊‥\n---\n嗯，是谁的呢。
005213	WORLD/AREAD076.EMI	11	{立绘0404}「ほんと？だったらボクを\n\n---\nシュークってとこまで\n乘せてってくれない？	{立绘0404}「真的？那就把我\n\n---\n送到叫修克的地方\n好不好？
005214	WORLD/AREAD076.EMI	11	{立绘0404}「西に行きたいんだけど\n大帝橋が使えないっしょ？	{立绘0404}「我想去西边\n可大帝桥用不了吧？
005215	WORLD/AREAD076.EMI	11	{立绘0404}「で‥、シュークから‥\n---\n泥のない海が\n西までつながってるって\n闻いたんだよ‥\n---\nだから、そこまで行けば\n何とかならないかと、思って‥\n---\nどう、乘せてくれない？はい\nいいえ	{立绘0404}「然后‥，从修克‥\n---\n听说没有泥的海\n一直连到西边‥\n---\n所以，我想到了那儿\n说不定\n就有办法‥\n---\n怎么样，载我一程？是\n否
005216	WORLD/AREAD076.EMI	11	{立绘0404}「え、乘せて行って\nくれるの？\n---\nありがとう、助かるよ！	{立绘0404}「诶，愿意\n载我吗？\n---\n谢谢，帮大忙了！
005217	WORLD/AREAD076.EMI	11	{立绘0404}「シュークはここから\nずっと北東‥\n---\n大砂漠をこえないと\n行けないんだよ。	{立绘0404}「修克在离这里\n很远的东北‥\n---\n不过大沙漠\n过不去的哦。
005218	WORLD/AREAD076.EMI	11	{立绘0404}‥お礼ならちゃんとするよ？はい\nいいえ	{立绘0404}‥会好好谢你的？是\n否
005219	WORLD/AREAD076.EMI	11	{立绘0404}‥砂漠をこえるまで、ね？はい\nいいえ	{立绘0404}‥送我过沙漠，好不好？是\n否
005220	WORLD/AREAD076.EMI	11	{立绘0404}‥おとなしく、するからさ？はい\nいいえ	{立绘0404}‥我会乖乖听话的？是\n否
005221	WORLD/AREAD076.EMI	11	{立绘0404}‥そんな事言わずに、ね？はい\nいいえ	{立绘0404}‥别说那种话嘛？是\n否
005222	WORLD/AREAD076.EMI	11	{立绘0404}‥賴むから、ね？はい\nいいえ	{立绘0404}‥拜托了嘛？是\n否
005223	WORLD/AREAD076.EMI	11	{立绘0404}‥イジワルしないで、おねがい❤はい\nいいえ	{立绘0404}‥别使坏了，拜托❤是\n否
005224	WORLD/AREAD076.EMI	11	{立绘0404}‥んバカあもう知らないっ！	{立绘0404}‥哼，笨蛋，不管你了！
005225	WORLD/AREAD076.EMI	11	{立绘0404}「え、砂船に乘せてくれるの？はい\nいいえ	{立绘0404}「诶，肯让我上砂船吗？是\n否
005226	WORLD/AREAD076.EMI	11	{立绘8505}「なに‥！？	{立绘8505}「什么‥！？
005227	WORLD/AREAD076.EMI	11	{立绘8505}「大帝橋にしのびこんで\n暴れたのは‥\n---\nお前達だと‥！？	{立绘8505}「潜入大帝桥\n撒野的是‥\n---\n你们这群家伙‥！？
005228	WORLD/AREAD076.EMI	11	{立绘0505}「そんな事をすれば\n装置が使えなくなると\n考えなかったのか‥？\n---\n{立绘0606}‥‥あきれて、物も言えん。	{立绘0505}「那样乱来\n就不想想装置\n会没法用吗‥？\n---\n{立绘0606}……真是让人无话可说。
005229	WORLD/AREAD076.EMI	11	{立绘8505}「ん‥、誰だ！？	{立绘8505}「嗯‥，谁！？
005230	WORLD/AREAD076.EMI	11	\n砂船に乘って、どこへ行こう？シェドへ‥\n町の外へ出る\nどこへも行かない	\n乘上砂船，去哪儿？去谢德‥\n出城外\n哪儿也不去
005231	WORLD/AREAD076.EMI	11	\n砂船に乘って、どこへ行こう？シューク地方へ‥\nシェドへ‥\n町の外へ出る\nどこへも行かない	\n乘上砂船，去哪儿？去修克地方‥\n去谢德‥\n出城外\n哪儿也不去
005232	WORLD/AREAD077.EMI	13	あるかいのしんでん\nしょうかんのさいだん	阿尔凯神殿\n召唤祭坛
005238	WORLD/AREAD077.EMI	13	{框04}{立绘8141}「ここなら、出て来られると\n思ったよ‥‥\n---\nあんたたち、この世界の\n竜だろう‥？	{框04}{立绘8141}「我就知道，在这里\n能出来见你们‥‥\n---\n你们，是这个世界\n的龙吧‥？
005239	WORLD/AREAD077.EMI	13	{框02}{立绘0202}「そうだ、若き竜よ‥\n---\n我とは、すでに\n会っているな‥\n---\n{立绘0303}我が名は、ラーウィ‥\n{立绘0202}風の竜だ。	{框02}{立绘0202}「没错，年轻之龙啊‥\n---\n与本我，已然\n见过面了‥\n---\n{立绘0303}我名拉维‥\n{立绘0202}风之龙。
005240	WORLD/AREAD077.EMI	13	{框04}{立绘8141}「あんた達に\n来てもらったのは‥\n---\n分かってると思うけど\nこの、	{框04}{立绘8141}「请你们\n来此的理由‥\n---\n想必你们明白\n这，
005241	WORLD/AREAD077.EMI	13	{框03}{立绘0404}「おお、アルカイの竜よ\n未だ、定まらぬものよ‥！	{框03}{立绘0404}「哦，阿尔凯之龙啊\n尚未定形之物哟‥！
005242	WORLD/AREAD077.EMI	13	{框04}{立绘8141}「知ってのとおり\n	{框04}{立绘8141}「如你们所知\n
005243	WORLD/AREAD077.EMI	13	{框04}{立绘8141}「あんた達、古い竜の力で‥\n---\n	{框04}{立绘8141}「你们，凭古龙之力‥\n---\n
005244	WORLD/AREAD077.EMI	13	{立绘0505}「‥残念だが、ディースよ。\n---\n不運にも、身体を\n持たぬまま‥\n召喚されしものよ‥‥	{立绘0505}「‥遗憾得很，蒂斯啊。\n---\n你不幸在未获\n肉身之时‥\n被召唤至此‥‥
005245	WORLD/AREAD077.EMI	13	{立绘0606}「すでに、お前も\n知ったとおり‥\n---\n	{立绘0606}「想必你也\n已经知晓‥\n---\n
005246	WORLD/AREAD077.EMI	13	{立绘0707}「かの者は、もはや目覺め\n動き始めている‥	{立绘0707}「那位，已然觉醒\n开始行动‥
005247	WORLD/AREAD077.EMI	13	{立绘0202}「	{立绘0202}「
005248	WORLD/AREAD077.EMI	13	{框04}{立绘8141}「ばかだね‥！\n---\nそう、したくないから\nわざわざ賴んでるんだろ！	{框04}{立绘8141}「笨蛋啊‥！\n---\n就是不想那样\n才特意来拜托的吧！
005249	WORLD/AREAD077.EMI	13	{框04}{立绘8848}「あのう‥\n---\n	{框04}{立绘8848}「那个‥\n---\n
005250	WORLD/AREAD077.EMI	13	{框04}{立绘0101}「ひよこちゃん、あんた‥\n---\nチェクの長老が\n\n---\n光の柱の話を\nしてたのおぼえてる‥？	{框04}{立绘0101}「小鸡仔，你‥\n---\n还记得切克长老\n\n---\n说过光之柱的\n事吗‥？
005251	WORLD/AREAD077.EMI	13	{框04}{立绘0101}「だったら、ここの\n生まれたての\n	{框04}{立绘0101}「那么，这里\n新生的\n
005252	WORLD/AREAD077.EMI	13	{框04}{立绘0908}「つまり‥\n二人が、いっしょになると‥\n---\n	{框04}{立绘0908}「也就是说‥\n两人合为一体的话‥\n---\n
005253	WORLD/AREAD077.EMI	13	{立绘0202}「しかし、ディースよ‥\n---\n我ら、うつろわざるものは\nこの世界にとって\n中立であるはず‥\n---\nどちらが神になっても\nよいのではないか？	{立绘0202}「可是，蒂斯啊‥\n---\n我们不变不易者\n对这个世界\n理应保持中立‥\n---\n无论哪方为神\n不都无妨吗？
005254	WORLD/AREAD077.EMI	13	{框04}{立绘8141}「あたしは、ねぇ‥\n---\n	{框04}{立绘8141}「我啊‥\n---\n
005255	WORLD/AREAD077.EMI	13	{立绘0202}「そんな‥\n---\n自分勝手な理由で\n神の力を‥？	{立绘0202}「竟然‥\n---\n凭这般自私的\n理由求神力‥？
005256	WORLD/AREAD077.EMI	13	{框04}{立绘8141}「自分勝手なのは\nこの世界の連中だろ！？	{框04}{立绘8141}「自私的\n是这世界的家伙吧！？
005257	WORLD/AREAD077.EMI	13	{框04}{立绘8040}「あたしを、こんな‥\n---\nかり物の姿で\nいさせよう、ってのかい！？	{框04}{立绘8040}「你们是要让我\n---\n一直以这借来的姿态\n待下去吗！？
005258	WORLD/AREAD077.EMI	13	{框02}{立绘0202}「もとの世界に戻る\nとは言うが‥\nディースよ‥‥	{框02}{立绘0202}「虽说要回\n原来的世界‥\n蒂斯啊‥‥
005259	WORLD/AREAD077.EMI	13	{框03}{立绘0404}「我らは、神として\nつとめを果たした後‥\n---\nこのように、竜となって‥	{框03}{立绘0404}「我们在完成\n神之职分后‥\n---\n便化为此般龙身‥
005260	WORLD/AREAD077.EMI	13	{框04}{立绘0505}「世界の行くすえを\n見守るのが、さだめ‥。	{框04}{立绘0505}「守望世界的\n结局，便是天命‥。
005261	WORLD/AREAD077.EMI	13	{框02}{立绘8040}「さだめ、さだめ‥って\n同じ事ばっか言いやがって！\n---\nあたし達に、力を\nかしてくれるのか‥\nどうなんだい？	{框02}{立绘8040}「天命天命‥\n张口闭口都是天命！\n---\n你们到底\n肯不肯借力给我们‥\n说句话呀？
005262	WORLD/AREAD077.EMI	13	{框02}{立绘8040}「コッチは、あんたらと違って\n完全な、うつろわざるもの\nじゃ、ないんだ！\n---\nブッサイクな、竜になって\nこんな世界を見守ろうなんて\nつもりは、ないね！	{框02}{立绘8040}「我们可和你们不同\n并不是完全的\n不变不易者！\n---\n我可没打算\n变成丑陋的龙\n来看守这种世界！
005263	WORLD/AREAD077.EMI	13	{框03}{立绘0606}「むろん‥\n---\n不運な召喚をうけた\nお主たちを‥	{框03}{立绘0606}「自然‥\n---\n遭逢不幸召唤的\n尔等‥
005264	WORLD/AREAD077.EMI	13	{框02}{立绘0707}「手助けするのは\nやぶさかでは、ない。\n---\nしかし‥	{框02}{立绘0707}「出手相助\n并非难事。\n---\n不过‥
005265	WORLD/AREAD077.EMI	13	{框03}{立绘0404}「	{框03}{立绘0404}「
005266	WORLD/AREAD077.EMI	13	{框04}{立绘0505}「その、出会いまでに‥\n---\n我らの\n---\n本体をたずね\n力をもとめるがよい。	{框04}{立绘0505}「在那相会之前‥\n---\n去寻访我们的\n---\n本体\n求取力量吧。
005267	WORLD/AREAD077.EMI	13	{框04}{立绘8848}「あの、本体って‥\n---\nみなさん、どこに\nいらっしゃるんですか‥？	{框04}{立绘8848}「请问，本体‥\n---\n各位都身在\n何处呢‥？
005268	WORLD/AREAD077.EMI	13	{框04}{立绘0505}「我とは、砂漠で\n会っている‥‥\n---\nあの時は、悪いことを\nしてしまったな。	{框04}{立绘0505}「本我曾在沙漠\n与你见过‥‥\n---\n那次，做了\n对不起你的事啊。
005269	WORLD/AREAD077.EMI	13	{框03}{立绘0404}「我らは、この世界の\nあちこちに、いる。\n---\n探しもとめよ‥\nそして、力を得るのだ。	{框03}{立绘0404}「我们散居在\n这个世界的各处。\n---\n去寻访吧‥\n然后获得力量。
005270	WORLD/AREAD077.EMI	13	{框02}{立绘0202}「我ら、古き竜の力が‥\n---\n	{框02}{立绘0202}「我们古龙之力‥\n---\n
005271	WORLD/AREAD077.EMI	13	{框02}{立绘8040}「あんた達は\n神として、召喚された時‥\n---\nもとの世界に戻ろうとは\n考えなかったのかい？	{框02}{立绘8040}「你们\n作为神被召唤时‥\n---\n就没想过\n要回原来的世界吗？
005272	WORLD/AREAD077.EMI	13	{框02}{立绘0202}「それは、ディース‥\n---\nおまえのきらいな\nさだめ、と言うものだよ‥\n---\nさて‥我は	{框02}{立绘0202}「那便是，蒂斯‥\n---\n你最讨厌的\n所谓天命‥\n---\n好了‥我
005273	WORLD/AREAD077.EMI	13	{框02}{立绘8040}「さだめ‥、か。\n---\n連中だって、好きで\n召喚されたワケじゃ\nないだろうに、ね。	{框02}{立绘8040}「天命‥啊。\n---\n他们也不是\n心甘情愿\n被召唤的吧。
005274	WORLD/AREAD077.EMI	13	{框06}{立绘C140}「あの、ディースさんは\nこの世界が‥\n好きじゃないから‥\n---\nもとの世界に戻ろうと\nしてるんですか‥？\n---\n{立绘8948}‥‥	{框06}{立绘C140}「那个，蒂斯小姐\n是因为‥\n不喜欢这个世界‥\n---\n才想要回到\n原来的世界吗‥？\n---\n{立绘8948}‥‥
005275	WORLD/AREAD077.EMI	13	{框05}	{框05}
005276	WORLD/AREAD077.EMI	13	{框06}{立绘C140}「がんばる‥\nと、思います。	{框06}{立绘C140}「我会努力‥\n的。
005277	WORLD/AREAD077.EMI	13	{框05}	{框05}
005279	WORLD/AREAD077.EMI	13	{框04}{立绘C440}「フォウ帝国軍の\n{队员04}隊長だ‥\n---\n	{框04}{立绘C440}「福乌帝国军的\n{队员04}队长‥\n---\n
005280	WORLD/AREAD077.EMI	13	{框04}{立绘C440}「その方が‥\nアルカイの竜であるという\n調べは、ついている。\n---\n‥いっしょに、来てもらおう。	{框04}{立绘C440}「已查明‥\n那位便是\n阿尔凯之龙。\n---\n‥请跟我们走一趟吧。
005281	WORLD/AREAD077.EMI	13	{框03}{立绘0A09}「いやだと言える\n立場では‥\n---\nなさそうだな。	{框03}{立绘0A09}「眼下这个处境‥\n---\n怕是说不了\n不要吧。
005282	WORLD/AREAD077.EMI	13	風竜の力をかりて‥\n『{道具4604}』を身につけた！	借风龙之力‥\n掌握了『{道具4604}』！
005283	WORLD/AREAD078.EMI	11	こうていぼしょ	皇帝墓所
005284	WORLD/AREAD078.EMI	11	{立绘8040}「誰か‥！？	{立绘8040}「谁‥！？
005285	WORLD/AREAD078.EMI	11	{立绘8040}「神聖なる、我が主の\n寢所に‥\nふみ入る者は、誰か？	{立绘8040}「擅闯我主\n神圣安眠之所‥\n者是何人？
005286	WORLD/AREAD078.EMI	11	{立绘8040}「む、この気は‥\nうつろわざるもの‥‥？	{立绘8040}「唔，这气息是‥\n不变不易者……？
005287	WORLD/AREAD078.EMI	11	{立绘8040}「いや‥！\nたとえ、何人であろうと\n通すワケには、いかん！	{立绘8040}「不‥！\n不管来者何人\n绝不放行！
005288	WORLD/AREAD078.EMI	11	上へ行きますか？	要上去吗？
005289	WORLD/AREAD078.EMI	11	下へ行きますか？はい\nいいえ	要下去吗？是\n否
005290	WORLD/AREAD078.EMI	11	道を求むる者、これにて\n鍵を求めよ。	寻路之人，于此\n求钥吧。
005291	WORLD/AREAD078.EMI	11	{框05}	{框05}
005292	WORLD/AREAD078.EMI	11	{框05}	{框05}
